Ethnicity Native Hawaii Only (New),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity Spring 2011,,,,,,,,,,,,,,,,
Spring 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Engineering,AERL,,,,,,,,,,,,,,,
,AERO,,,,,,,,,,,,,,,
,BMEL,,,,,,,,,,,,,,,
,BMEN,,,,,,,,,,,,,,,
,CECL,,,,,,,,,,,,,,,
,CECN,,,,,,,,,,,,,,,
,CEEL,,,,,,,,,,,,,,,
,CEEN,,,1,,,1,,,,,,,,1,
,CHEL,1,,,,,1,,,,,,,,1,
,CHEN,,1,,,,1,,,,,,,,1,
,CPSC,,,,,,,,,,1,1,,,1,
,CPSL,,,,,,,,,,,,,,,
,CVEL,,,,,,,,,,,,,,,
,CVEN,,,1,,,1,,,,,,,,1,
,ELEL,,,,1,,1,,,,,,,,1,
,ELEN,,,,2,,2,,,,,,,,2,
,ENGR,,,,,,,,,,,,,,,
,ENSM,,,,,,,,,,,,,,,
,ENTC,,,,1,,1,,,,,,,,1,
,ENTL,,,,,,,,,,,,,,,
,HLPH,,,,,,,,,,,,,,,
,IDIL,,,,,,,,,,,,,,,
,IDIS,,,,,,,,,,,,,,,
,INEL,,,,,,,,,,,,,,,
,INEN,,2,,,,2,,,,,,,,2,
,ITDE,,,,,,,,,,,,,,,
,MEEL,,,,,,,,,,,,,,,
,MEEN,,,,2,,2,,,,,,,,2,
,MSEN,,,,,,,,,,,,,,,
,NUEL,,,,,,,,,,,,,,,
,NUEN,,,,,,,,,,,,,,,
,OCEL,,,,,,,,,,,,,,,
,OCEN,,,1,,,1,,,,,,,,1,
,PETE,,,,,,,,,,,,,,,
,PETL,,,,,,,,,,,,,,,
,RHEL,,,1,,,1,,,,,,,,1,
,RHEN,,,,,,,,,,,,,,,
,SENG,,,,,,,,,,,,,,,
,USEN,,,,,,,,,,,,,,,
,Subtotal,1,3,4,6,,14,,,,1,1,,,15,
G. Bush School of Govt,CAIA,,,,,,,,,,,,,,,
,CHLS,,,,,,,,,,,,,,,
,CNPM,,,,,,,,,,,,,,,
,INTA,,,,,,,,,,,,,,,
,PSAA,,,,,,,,,,,,,,,
,Subtotal,,,,,,,,,,,,,,,
"Prepared by OISP, 29 Mar 11",,,,,,,,,,,,,,,,
