Ethnicity Native Hawaii Only (New),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity Spring 2011,,,,,,,,,,,,,,,,
Spring 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Education,BIED,,,,,,,,,,,,,,,
,CPSY,,,,,,,,,,,,,,,
,EDAD,,,,,,,,,,,,,,,
,EDCI,,,,,,,,,,,,,,,
,EDHL,,,,,,,,,,,,,,,
,EDIS,,,,,,,,,,,,,,,
,EDKI,,,,,,,,,,,,,,,
,EDSM,,,,,,,,,,,,,,,
,EDTC,,,,,,,,,,,,,,,
,EHRD,,,,,,,,,,,,,,,
,EPSY,,,,,,,,,,,,,,,
,HEED,,,,,,,,,,,,,,,
,HLTH,,,,,,,,,,,,,,,
,HRDL,,,,,,,,,,,,,,,
,HRDV,,,,,,,,,,,,,,,
,INST,,,,1,,1,,,,,,,,1,
,ISNC,,,,,,,,,,,,,,,
,KINE,,,,,,,,,,,,,,,
,NUTR,,,,,,,,,,,,,,,
,PHED,,,,,,,,,,,,,,,
,SPED,,,,,,,,,,,,,,,
,SPMT,,,,,,,,,,,,,,,
,SPSY,,,,,,,,,,,,,,,
,TCMG,,,,,,,,,,,,,,,
,TCML,,,,,,,,,,,,,,,
,TECR,,,,,,,,,,,,,,,
,USEH,,,,,,,,,,,,,,,
,Subtotal,,,,1,,1,,,,,,,,1,
"Prepared by OISP, 29 Mar 11",,,,,,,,,,,,,,,,
