Ethnicity Native Hawaii Only (New),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity Spring 2011,,,,,,,,,,,,,,,,
Spring 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Agriculture,SPSA,,,,,,,,,,,,,,,
,TOXI,,,,,,,,,,,,,,,
,USAL,,,,,,,,,,,,,,,
,WFSC,,,,,,,,,,,,,,,
,WISC,,,,,,,,,,,,,,,
,WMHS,,,,,,,,,,,,,,,
,Subtotal,,1,,,,1,,,,1,1,,,2,
Architecture,ARCH,,,,,,,,,,,,,,,
,COMG,,,,,,,,,,,,,,,
,COSC,,,,,,,,,,,,,,,
,COSL,,,,,,,,,,,,,,,
,ENDL,,,,,,,,,,,,,,,
,ENDS,,,,,,,,,,,,,,,
,LAND,,,,,,,,,,,,,,,
,LANL,,,,,,,,,,,,,,,
,LDEV,,,,,,,,,,,,,,,
,URPL,,,,,,,,,,,,,,,
,URSC,,,,,,,,,,,,,,,
,USAR,,,,,,,,,,,,,,,
,VISL,,,,,,,,,,,,,,,
,VIST,,,,,,,,,,,,,,,
,Subtotal,,,,,,,,,,,,,,,
Business Admin,ACCT,,,,,,,,1,1,,,,,1,
,AGBU,,,,,,,,,,,,,,,
,BHNR,,,,,,,,,,,,,,,
,BUAD,2,1,,,,3,,,,,,,,3,
,BUAG,,,,,,,,,,,,,,,
,EMBA,,,,,,,,,,,,,,,
,FINC,,,,1,,1,,,,,,,,1,
,INFO,,,1,,,1,,,,,,,,1,
,MGMT,,,,1,,1,,,,,,,,1,
,MISY,,,,,,,,,,,,,,,
,MKTG,,,,,,,,,,,,,,,
,MLER,,,,,,,,,,,,,,,
,USBU,,,1,,,1,,,,,,,,1,
,Subtotal,2,1,2,2,,7,,1,1,,,,,8,
"Prepared by OISP, 29 Mar 11",,,,,,,,,,,,,,,,
