Ethnicity Native Hawaii Only (New),,,,,,,,,,,,,,,,
Headcount by Department by Classification by Ethnicity Spring 2011,,,,,,,,,,,,,,,,
Spring 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Agriculture,AGEC,,,,,,,,,,,,,,,
,ALEC,,,,,,,,,,,,,,,
,ANSC,,,,,,,,,,1,1,,,1,
,BAEN,,,,,,,,,,,,,,,
,BCBP,,,,,,,,,,,,,,,
,CLAG,,,,,,,,,,,,,,,
,ENTO,,,,,,,,,,,,,,,
,ESSM,,,,,,,,,,,,,,,
,HRSC,,,,,,,,,,,,,,,
,NFSC,,1,,,,1,,,,,,,,1,
,PLPM,,,,,,,,,,,,,,,
,POSC,,,,,,,,,,,,,,,
,RPTS,,,,,,,,,,,,,,,
,SCSC,,,,,,,,,,,,,,,
,WFSC,,,,,,,,,,,,,,,
,Subtotal,,1,,,,1,,,,1,1,,,2,
Architecture,ARCH,,,,,,,,,,,,,,,
,CLAR,,,,,,,,,,,,,,,
,COSC,,,,,,,,,,,,,,,
,LAUP,,,,,,,,,,,,,,,
,VIZA,,,,,,,,,,,,,,,
,Subtotal,,,,,,,,,,,,,,,
Business Admin,ACCT,,,,,,,,1,1,,,,,1,
,CLBA,2,1,1,,,4,,,,,,,,4,
,FINC,,,,1,,1,,,,,,,,1,
,INFO,,,1,,,1,,,,,,,,1,
,MGMT,,,,1,,1,,,,,,,,1,
,MKTG,,,,,,,,,,,,,,,
,Subtotal,2,1,2,2,,7,,1,1,,,,,8,
Education,CLED,,,,,,,,,,,,,,,
,EAHR,,,,,,,,,,,,,,,
,EPSY,,,,,,,,,,,,,,,
,HLKN,,,,,,,,,,,,,,,
,TLAC,,,,1,,1,,,,,,,,1,
,Subtotal,,,,1,,1,,,,,,,,1,
Engineering,AERO,,,,,,,,,,,,,,,
,BMEN,,,,,,,,,,,,,,,
,CHEN,1,1,,,,2,,,,,,,,2,
,CLEN,,,,,,,,,,,,,,,
,CSCE,,,,,,,,,,1,1,,,1,
,CVEN,,,2,,,2,,,,,,,,2,
,ECEN,,,1,3,,4,,,,,,,,4,
,ETID,,,,1,,1,,,,,,,,1,
,ISEN,,2,,,,2,,,,,,,,2,
,MEEN,,,,2,,2,,,,,,,,2,
,NUEN,,,1,,,1,,,,,,,,1,
,PETE,,,,,,,,,,,,,,,
,Subtotal,1,3,4,6,,14,,,,1,1,,,15,
G. Bush School of Govt,BUSH,,,,,,,,,,,,,,,
,Subtotal,,,,,,,,,,,,,,,
"Prepared by OISP, 29 Mar 11",,,,,,,,,,,,,,,,
