Spring 2006,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering      AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG",,"184
221
111
131
99
77
65
79
116
217
2
218
86
172
591
178
257
1
0
185
83
8
110
321
61
141
4
341
564
48
104
28
87
178
92
5
14
0","9.5%
5.7%
37.0%
10.1%
16.5%
-17.2%
6.6%
-30.1%
13.7%
-4.0%
-66.7%
-5.2%
-28.9%
-1.7%
4.0%
12.7%
-10.5%
0.0%
-100.0%
-2.6%
-22.4%
60.0%
-0.9%
9.9%
52.5%
21.6%
-33.3%
15.6%
0.5%
37.1%
5.1%
64.7%
2.4%
17.1%
12.2%
150.0%
-36.4%
-100.0%","8
3
9
3
3
2
10
1
11
11
12
7
5
9
9
13
0
4
4
1
4
13
8
17
1
12
24
1
2
12
6
0","700.0%
0.0%
80.0%
-40.0%
50.0%
0.0%
150.0%
-50.0%
450.0%
10.0%
0.0%
16.7%
0.0%
-40.0%
125.0%
8.3%
-100.0%
-42.9%
-33.3%
0.0%
-33.3%
225.0%
100.0%
21.4%
-50.0%
50.0%
71.4%
100.0%
-50.0%
20.0%
100.0%
-100.0%","37
30
25
22
17
8
16
11
36
27
17
18
54
61
40
37
1
0
22
18
1
4
26
11
38
52
69
4
10
6
9
25
17
3
3","60.9%
7.1%
8.7%
22.2%
21.4%
14.3%
-30.4%
-21.4%
89.5%
-10.0%
-34.6%
0.0%
145.5%
-6.2%
21.2%
-7.5%
100.0%
-100.0%
0.0%
28.6%
0.0%
-50.0%
52.9%
-38.9%
8.6%
73.3%
0.0%
33.3%
-23.1%
200.0%
-35.7%
4.2%
70.0%
0.0%
0.0%","6
8
17
26
9
13
3
9
6
14
14
6
6
26
14
37
10
8
1
7
1
13
14
27
3
8
3
7
12
6
0
3","100.0%
-27.3%
30.8%
18.2%
50.0%
116.7%
-62.5%
-40.0%
-14.3%
-26.3%
-30.0%
-40.0%
0.0%
73.3%
7.7%
-17.8%
-54.5%
60.0%
0.0%
-12.5%
0.0%
-23.5%
7.7%
58.8%
50.0%
-20.0%
100.0%
0.0%
33.3%
20.0%
-100.0%
100.0%","1
1
1
2
1
0
3
1
1
2
1
0
2
6
5
0
1
0
2
1","0.0%
-50.0%
100.0%
100.0%
0.0%
-100.0%
0.0%
0.0%
100.0%
100.0%
-66.7%
-100.0%
100.0%
200.0%
25.0%
-100.0%
0.0%
-100.0%
0.0%
100.0%","2
68
7
42
4
33
3
41
7
106
12
138
0
160
13
282
11
2
1
3
3
1
4
4
116
1
9
200
3
25
2
32
148
8
1","100.0%
-2.9%
75.0%
10.5%
100.0%
6.5%
0.0%
-6.8%
133.3%
-6.2%
-42.9%
-22.5%
-100.0%
-11.1%
-18.8%
-4.7%
57.1%
100.0%
-75.0%
50.0%
50.0%
-80.0%
33.3%
-20.0%
-10.1%
-75.0%
12.5%
-14.9%
0.0%
-10.7%
100.0%
-8.6%
26.5%
33.3%
-50.0%","1
1
2
0
1
1
3
1
2
0
4
0
4
0
0
8
0
2
1
4
1","100.0%
-50.0%
-33.3%
-100.0%
100.0%
-66.7%
-25.0%
0.0%
-71.4%
-100.0%
33.3%
-100.0%
0.0%
-100.0%
-100.0%
0.0%
-100.0%
-33.3%
0.0%
33.3%
0.0%","238
331
170
227
132
134
97
141
179
377
14
402
118
237
852
255
627
13
2
228
117
13
120
377
85
325
6
434
897
59
150
39
138
381
130
8
22
0","22.1%
2.5%
33.9%
9.7%
21.1%
-3.6%
-2.0%
-25.8%
34.6%
-6.2%
-48.1%
-14.5%
-24.8%
13.4%
-0.1%
12.8%
-7.8%
62.5%
-66.7%
-8.4%
-15.8%
44.4%
-9.1%
14.9%
25.0%
3.8%
-50.0%
21.6%
-1.2%
31.1%
-2.6%
105.3%
-6.1%
20.2%
22.6%
33.3%
-24.1%
-100.0%",
,Subtotal,"5,179",3.1%,225,27.1%,775,12.3%,337,0.0%,31,24.0%,"1,492",-6.5%,36,-30.8%,"8,075",2.2%,
G. Bush,BUSH,38,-5.0%,4,33.3%,10,42.9%,0,-100.0%,1,100.0%,8,33.3%,1,0.0%,61,5.2%,
School of,CAIA,31,100.0%,,,3,100.0%,1,100.0%,,,1,100.0%,1,100.0%,37,100.0%,
Govt,CHLS,13,100.0%,,,,,,,,,,,,,14,100.0%,
,INTA,67,-33.7%,4,0.0%,9,12.5%,2,-33.3%,0,-100.0%,5,0.0%,,,87,-28.7%,
,Subtotal,149,5.7%,8,14.3%,22,46.7%,3,-25.0%,1,0.0%,14,27.3%,2,100.0%,199,10.6%,
"Prepared by OISP, 21 Apr 06",,,,,,,,,,,,,,,,,,
