FTIC Students,,,,,,,,
Top 10,,,,,,,,
Feeder Patterns New Graduate,,,,,,,,
Country,,,Students  % Total,,,,,
United States,,,323,,,71.3%,,
India,,,32,,,7.1%,,
"China, People's Rep of",,,23,,,5.1%,,
"Korea, Republic of",,,12,,,2.6%,,
Colombia,,,4,,,0.9%,,
Iran,,,4,,,0.9%,,
Nigeria,,,4,,,0.9%,,
Saudi Arabia,,,4,,,0.9%,,
Hong Kong,,,3,,,0.7%,,
Kazakhstan,,,3,,,0.7%,,
State,Students  % Total,,,,,,,
Texas,294,,,64.9%,,,,
Louisiana,5,,,1.1%,,,,
California,3,,,0.7%,,,,
Florida,2,,,0.4%,,,,
Kansas,2,,,0.4%,,,,
Michigan,1,,,0.2%,,,,
Massachusetts,1,,,0.2%,,,,
Illinois,1,,,0.2%,,,,
Colorado,1,,,0.2%,,,,
Arkansas,1,,,0.2%,,,,
Texas County   Students  % Total,,,,,,,,
Brazos,,55,,,12.1%,,,
Harris,,36,,,7.9%,,,
Dallas,,12,,,2.6%,,,
Montgomery,,12,,,2.6%,,,
Tarrant,,12,,,2.6%,,,
Bexar,,10,,,2.2%,,,
Fort Bend,,9,,,2.0%,,,
Webb,,7,,,1.5%,,,
Collin,,6,,,1.3%,,,
Williamson,,6,,,1.3%,,,
