Students,,,,,,,,,
Top 10,,,,,,,,,
Feeder Patterns,,,,,,,,,
Texas A&M University Campus,,,,,,,,,
Country,,,Students  % Total,,,,,,
United States,,,38370,,,,92.3%,,
India,,,691,,,,1.7%,,
"China, People's Rep of",,,574,,,,1.4%,,
"Korea, Republic of",,,494,,,,1.2%,,
Taiwan,,,131,,,,0.3%,,
Mexico,,,111,,,,0.3%,,
Turkey,,,87,,,,0.2%,,
Indonesia,,,58,,,,0.1%,,
Canada,,,57,,,,0.1%,,
Colombia,,,56,,,,0.1%,,
State,Students  % Total,,,,,,,,
Texas,36123,,,86.9%,,,,,
Louisiana,234,,,0.6%,,,,,
California,175,,,0.4%,,,,,
Oklahoma,109,,,0.3%,,,,,
Florida,99,,,0.2%,,,,,
New Mexico,91,,,0.2%,,,,,
Illinois,87,,,0.2%,,,,,
Virginia,79,,,0.2%,,,,,
Missouri,72,,,0.2%,,,,,
Pennsylvania,71,,,0.2%,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,6471,,,15.6%,,,,
Brazos,,2744,,,6.6%,,,,
Dallas,,2212,,,5.3%,,,,
Tarrant,,2046,,,4.9%,,,,
Bexar,,1919,,,4.6%,,,,
Fort Bend,,1401,,,3.4%,,,,
Travis,,1105,,,2.7%,,,,
Montgomery,,1078,,,2.6%,,,,
Collin,,958,,,2.3%,,,,
Denton,,753,,,1.8%,,,,
