Summer 2007,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering      AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN",,"32
96
24
61
12
42
14
26
39
99
86
29
28
229
32
103
2
50
27
8
22
141
25
85
3
29
219
15
56
6
49
49
20
3
2","-3.0%
-5.9%
4.3%
-6.2%
-20.0%
40.0%
75.0%
-13.3%
30.0%
7.6%
-10.4%
52.6%
55.6%
-8.0%
6.7%
-13.4%
-33.3%
-9.1%
8.0%
60.0%
-48.8%
16.5%
31.6%
9.0%
0.0%
-42.0%
-10.2%
36.4%
60.0%
20.0%
4.3%
14.0%
-16.7%
200.0%
-71.4%","3
3
3
0
3
3
4
2
3
5
2
1
2
4
11
10
1
3
1
1
6
1
6
1
2
15
3
2
1
3
2
0","100.0%
50.0%
200.0%
-100.0%
50.0%
50.0%
0.0%
100.0%
0.0%
0.0%
-60.0%
-50.0%
100.0%
0.0%
83.3%
0.0%
100.0%
100.0%
0.0%
-66.7%
-14.3%
-66.7%
-33.3%
0.0%
-33.3%
25.0%
200.0%
100.0%
-50.0%
-50.0%
100.0%
-100.0%","14
14
1
11
2
2
2
6
13
14
9
4
4
26
13
16
0
8
9
2
2
10
5
21
3
36
3
5
0
11
10
4
2
2","27.3%
40.0%
-85.7%
-21.4%
0.0%
0.0%
100.0%
-33.3%
160.0%
27.3%
12.5%
300.0%
-55.6%
-3.7%
44.4%
-30.4%
-100.0%
-11.1%
28.6%
100.0%
-33.3%
0.0%
0.0%
10.5%
-50.0%
2.9%
0.0%
66.7%
-100.0%
120.0%
150.0%
100.0%
100.0%
-33.3%","2
6
5
12
1
3
1
5
8
7
0
11
0
0
11
9
9
1
4
0
9
1
5
3
19
0
2
0
4
7
4
1
0","0.0%
100.0%
66.7%
-29.4%
-66.7%
0.0%
-66.7%
-37.5%
300.0%
16.7%
-100.0%
37.5%
-100.0%
-100.0%
-26.7%
80.0%
-18.2%
-66.7%
33.3%
-100.0%
800.0%
100.0%
0.0%
200.0%
72.7%
-100.0%
0.0%
-100.0%
33.3%
40.0%
300.0%
100.0%
-100.0%","0
0
1
2
0
0
1
1
2","-100.0%
-100.0%
100.0%
100.0%
-100.0%
-100.0%
100.0%
100.0%
100.0%","4
45
3
27
0
25
1
32
12
93
6
110
2
2
130
4
187
4
0
1
2
2
1
1
1
72
0
2
146
0
15
0
23
115
22
0","300.0%
4.7%
50.0%
8.0%
-100.0%
-10.7%
-50.0%
28.0%
200.0%
3.3%
-14.3%
10.0%
100.0%
100.0%
8.3%
100.0%
8.7%
-20.0%
-100.0%
100.0%
-33.3%
-50.0%
100.0%
-66.7%
-66.7%
-4.0%
-100.0%
-75.0%
15.9%
-100.0%
-25.0%
-100.0%
-8.0%
7.5%
144.4%
-100.0%","1
4
2
11
0
8
1
0
4
1
0
0
1
1
10
4
1
2","0.0%
33.3%
100.0%
100.0%
-100.0%
-20.0%
100.0%
-100.0%
100.0%
100.0%
-100.0%
-100.0%
100.0%
100.0%
100.0%
-20.0%
0.0%
100.0%","56
168
38
111
18
75
22
71
86
219
6
218
44
37
402
73
326
6
0
61
45
13
27
167
34
190
4
49
439
21
81
6
88
187
54
6
4","16.7%
3.1%
5.6%
-9.0%
-25.0%
13.6%
22.2%
-1.4%
91.1%
6.3%
-25.0%
0.5%
29.4%
32.1%
-4.1%
40.4%
-3.0%
-33.3%
-100.0%
-11.6%
18.4%
30.0%
-46.0%
16.8%
13.3%
2.2%
-20.0%
-27.9%
1.4%
10.5%
32.8%
-25.0%
7.3%
13.3%
54.3%
200.0%
-69.2%",
,Subtotal,"1,763",-0.8%,107,10.3%,284,7.6%,150,13.6%,7,40.0%,"1,090",7.0%,51,88.9%,"3,452",3.9%,
G. Bush,BUSH,6,50.0%,0,-100.0%,2,0.0%,1,0.0%,1,100.0%,1,0.0%,,,9,12.5%,
School of,CAIA,35,218.2%,1,100.0%,6,200.0%,,,,,,,,,42,223.1%,
Govt,CHLS,14,250.0%,1,100.0%,2,100.0%,,,,,,,,,17,325.0%,
,INTA,11,22.2%,0,-100.0%,0,-100.0%,,,,,1,0.0%,,,14,-17.6%,
,Subtotal,66,135.7%,2,-33.3%,10,25.0%,1,0.0%,1,100.0%,2,0.0%,,,82,95.2%,
"Prepared by OISP, 09 Aug 07",,,,,,,,,,,,,,,,,,
