Summer 2012,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Profession al Veterinary,Total,,
"Other - Special                       GACD
Populations                             MDSC MEEN OCRE PHLT REEP
Subtotal
University                                Total",,,,,,,,,,,,,,,
,,,,,,,2,,2,,,,,2,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,2,,2,,,,,2,
,14,17,36,52,,119,4,21,25,24,24,2,2,170,
"Prepared by DARS, 22 Aug 12",,,,,,,,,,,,,,,
