Summer 2012,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Profession al Veterinary,Total,,
"Other - Special                       GACD
Populations                             MDSC MEEN OCRE PHLT REEP
Subtotal
University                                Total",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,1,,1,,,,,1,
,,,,,,,,,,,,,,,
,,,,,,,1,,1,,,,,1,
,70,89,118,215,,492,11,86,97,130,130,2,2,721,
"Prepared by DARS, 22 Aug 12",,,,,,,,,,,,,,,
