Fall 2006,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering       AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG",,"299
237
132
143
126
85
67
65
232
246
2
195
126
238
568
195
265
4
152
109
11
126
333
108
176
4
456
593
70
117
53
93
196
174
8
13
1","19.6%
-1.7%
10.0%
5.9%
4.1%
-1.2%
-14.1%
-26.1%
78.5%
3.8%
-50.0%
-17.4%
6.8%
-1.7%
-5.6%
-13.7%
6.9%
300.0%
-23.6%
3.8%
37.5%
7.7%
8.1%
58.8%
32.3%
0.0%
17.2%
0.7%
-5.4%
21.9%
35.9%
4.5%
28.1%
47.5%
60.0%
-13.3%
0.0%","9
7
8
2
11
3
11
2
15
9
0
10
10
5
11
22
13
3
4
1
3
14
5
15
2
8
20
6
1
2
2
11
4
1","-10.0%
133.3%
-11.1%
-50.0%
120.0%
50.0%
-8.3%
0.0%
66.7%
-25.0%
-100.0%
-16.7%
66.7%
-16.7%
0.0%
83.3%
18.2%
-50.0%
-20.0%
-50.0%
-62.5%
75.0%
-44.4%
-6.3%
0.0%
-50.0%
-4.8%
500.0%
0.0%
100.0%
0.0%
10.0%
-50.0%
100.0%","78
36
25
20
35
9
16
14
52
35
16
26
71
60
60
43
1
18
25
1
11
28
21
45
76
74
12
11
7
12
30
24
5
3","66.0%
5.9%
-16.7%
-20.0%
59.1%
28.6%
-11.1%
27.3%
48.6%
29.6%
-23.8%
30.0%
10.9%
-11.8%
20.0%
13.2%
100.0%
-25.0%
56.3%
0.0%
175.0%
16.7%
50.0%
21.6%
38.2%
1.4%
140.0%
0.0%
-12.5%
9.1%
42.9%
33.3%
66.7%
0.0%","12
8
26
28
13
8
13
10
21
14
1
14
9
7
24
31
30
9
9
3
8
10
12
17
32
2
9
4
5
17
10
2
3","33.3%
-20.0%
36.8%
-3.4%
30.0%
-20.0%
62.5%
-16.7%
320.0%
-36.4%
100.0%
-17.6%
0.0%
-30.0%
20.0%
121.4%
-23.1%
-30.8%
0.0%
0.0%
14.3%
900.0%
-25.0%
-10.5%
28.0%
-66.7%
12.5%
33.3%
0.0%
41.7%
100.0%
100.0%
200.0%","2
0
1
1
3
2
2
1
3
0
1
2
0
1
2
5
3
1
0
1
1
0
1","100.0%
-100.0%
100.0%
0.0%
50.0%
100.0%
100.0%
100.0%
50.0%
-100.0%
0.0%
100.0%
-100.0%
-50.0%
100.0%
-28.6%
-25.0%
100.0%
-100.0%
100.0%
0.0%
-100.0%
0.0%","8
65
6
40
2
51
3
42
12
132
8
141
5
2
189
9
323
9
5
3
4
4
1
4
12
119
1
11
247
1
26
0
30
159
28
0","300.0%
-9.7%
50.0%
-13.0%
-33.3%
27.5%
50.0%
-12.5%
33.3%
15.8%
-50.0%
-14.0%
100.0%
100.0%
4.4%
-57.1%
11.4%
12.5%
100.0%
50.0%
100.0%
100.0%
-66.7%
0.0%
200.0%
-9.2%
-50.0%
120.0%
8.3%
-50.0%
4.0%
-100.0%
-14.3%
5.3%
460.0%
-100.0%","1
0
2
1
1
0
1
1
2
2
1
1
1
2
2
2
2
0
3
6
2
1
1
3
1
0","0.0%
-100.0%
0.0%
100.0%
100.0%
-100.0%
100.0%
0.0%
-33.3%
100.0%
100.0%
-80.0%
100.0%
100.0%
-50.0%
-50.0%
100.0%
-100.0%
100.0%
-33.3%
100.0%
-50.0%
0.0%
-25.0%
100.0%
-100.0%","407
353
199
235
189
157
111
133
336
439
11
378
180
325
856
318
677
14
5
189
151
17
145
391
158
367
7
576
975
94
165
67
144
416
242
16
19
1","27.6%
-2.8%
9.3%
-2.9%
17.4%
7.5%
-5.9%
-17.9%
76.8%
6.0%
-47.6%
-16.6%
16.9%
0.6%
-3.7%
-1.9%
8.0%
55.6%
100.0%
-24.1%
7.9%
30.8%
5.8%
10.1%
64.6%
9.9%
-12.5%
17.3%
2.7%
6.8%
14.6%
28.8%
0.0%
17.8%
56.1%
77.8%
-9.5%
0.0%",
,Subtotal,"6,018",6.1%,250,3.3%,"1,000",18.3%,421,11.7%,33,6.5%,"1,702",4.7%,39,-9.3%,"9,463",7.1%,
G. Bush,BUSH,43,2.4%,3,-25.0%,9,-18.2%,4,33.3%,1,0.0%,6,-14.3%,0,-100.0%,61,-6.2%,
School of,CAIA,27,200.0%,1,100.0%,2,100.0%,,,,,0,-100.0%,,,30,172.7%,
Govt,CHLS,23,130.0%,,,1,100.0%,,,,,,,,,25,127.3%,
,INTA,65,-27.8%,2,-50.0%,5,-54.5%,,,1,100.0%,6,20.0%,,,83,-26.5%,
,Subtotal,158,4.6%,6,-25.0%,17,-26.1%,4,33.3%,2,100.0%,12,-7.7%,0,-100.0%,199,-0.5%,
"Prepared by OISP, 28 Nov 06",,,,,,,,,,,,,,,,,,
