Fall 2006,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,"5,285",2.2%,551,2.4%,497,10.0%,,,"6,333",2.8%,
Gender,Female,"2,477",1.8%,273,1.5%,221,20.8%,,,"2,971",2.9%,
,Male,"2,808",2.5%,278,3.3%,276,2.6%,,,"3,362",2.6%,
Ethnicity,White,"4,375",0.8%,384,1.6%,235,11.4%,,,"4,994",1.3%,
,Black,155,7.6%,13,-13.3%,17,112.5%,,,185,10.8%,
,Hispanic,516,11.0%,48,23.1%,21,50.0%,,,585,12.9%,
,Asian,131,22.4%,7,250.0%,7,-12.5%,,,145,23.9%,
,American Indian,40,-9.1%,3,0.0%,2,100.0%,,,45,-6.3%,
,International,44,-12.0%,91,1.1%,208,1.0%,,,343,-0.9%,
,Unknown/Other,24,9.1%,5,-54.5%,7,75.0%,,,36,-2.7%,
TAMU Age,<18,4,33.3%,,,,,,,4,33.3%,
Categories,18-21,"3,123",6.7%,7,250.0%,,,,,"3,130",6.8%,
,22-25,"1,936",-3.6%,290,-1.7%,34,30.8%,,,"2,260",-3.0%,
,26-30,162,2.5%,167,6.4%,192,0.5%,,,521,3.0%,
,31-39,35,-22.2%,61,-7.6%,193,21.4%,,,289,7.0%,
,40+,25,-16.7%,26,44.4%,78,2.6%,,,129,4.0%,
Enrollment,1st Time in College,530,22.4%,,,,,,,530,22.4%,
Status,1st Time PB,8,100.0%,19,5.6%,,,,,27,22.7%,
,1st Time Graduate,,,180,3.4%,59,43.9%,,,239,11.2%,
,1st Time Professional,,,,,,,,,,,
,1st Time Transfer,381,20.6%,,,,,,,381,20.6%,
,Readmitted,100,-28.6%,3,200.0%,5,66.7%,,,108,-25.0%,
,Continuing,"4,266",-0.3%,349,1.2%,433,6.1%,,,"5,048",0.3%,
Tuition,Resident Tuition,"4,978",2.1%,345,2.4%,195,27.5%,,,"5,518",2.8%,
Status,Non-Resident Tuition,108,2.9%,29,-31.0%,57,-6.6%,,,194,-6.7%,
,Tuition  Exemption/Waiver,199,3.6%,177,11.3%,245,2.9%,,,621,5.4%,
Residency,Texas Resident,"5,041",2.1%,351,2.0%,200,23.5%,,,"5,592",2.8%,
Status,"Non-TX, US Resident",199,8.2%,110,5.8%,89,6.0%,,,398,7.0%,
,"Non-TX, Non-US Resident",45,-16.7%,90,0.0%,208,1.0%,,,343,-2.0%,
SCH,< 6 SCH,100,26.6%,110,-2.7%,109,18.5%,,,319,12.3%,
Categories,6-8 SCH,194,-2.0%,53,1.9%,28,21.7%,,,275,0.7%,
,9-11 SCH,310,-4.3%,354,3.2%,344,4.9%,,,"1,008",1.3%,
,12-14 SCH,"2,427",13.0%,32,10.3%,13,62.5%,,,"2,472",13.1%,
,15-17 SCH,"2,102",-6.0%,2,100.0%,3,200.0%,,,"2,107",-5.9%,
,>17 SCH,152,-19.1%,,,,,,,152,-19.1%,
Ft/Pt:,Less Than Half Time,86,21.1%,76,-20.8%,79,6.8%,,,241,0.0%,
"TAMU
Status","Half-Time
Three-Quarter Time","185
301","2.8%
-6.5%",59,-7.8%,46,15.0%,,,"290
301","2.1%
-6.5%",
,Full-Time,"4,713",2.5%,416,10.1%,372,10.1%,,,"5,501",3.5%,
"Prepared by OISP, 28 Nov 06",,,,,,,,,,,,
