Top 10,,,,,,,,
Fall 2007  Feeder Patterns First Time In College,,,,,,,,
State,Students  % Total,,,,,,,
Texas,7732,,95.5%,,,,,
Louisiana,32,,0.4%,,,,,
California,27,,0.3%,,,,,
Colorado,20,,0.2%,,,,,
Virginia,17,,0.2%,,,,,
Florida,16,,0.2%,,,,,
Oklahoma,16,,0.2%,,,,,
Washington,13,,0.2%,,,,,
New Mexico,13,,0.2%,,,,,
Illinois,12,,0.1%,,,,,
Country,,Students  % Total,,,,,,
United States,,8055,,,99.5%,,,
India,,8,,,0.1%,,,
"China, People's Rep",,6,,,0.1%,,,
"Korea, Republic of",,3,,,0.0%,,,
Canada,,2,,,0.0%,,,
El Salvador,,2,,,0.0%,,,
Malaysia,,2,,,0.0%,,,
Croatia,,1,,,0.0%,,,
Hungary,,1,,,0.0%,,,
Honduras,,1,,,0.0%,,,
Texas County   Students  % Total,,,,,,,,
Harris,,1431,,17.7%,,,,
Dallas,,514,,6.4%,,,,
Tarrant,,489,,6.0%,,,,
Bexar,,439,,5.4%,,,,
Fort Bend,,377,,4.7%,,,,
Collin,,317,,3.9%,,,,
Montgomery,,277,,3.4%,,,,
Travis,,262,,3.2%,,,,
Denton,,211,,2.6%,,,,
Brazos,,210,,2.6%,,,,
