Top 10,,,,,,,,
Fall 2007  Feeder Patterns New Graduate,,,,,,,,
Country,,,Students  % Total,,,,,
United States,,,1503,,,61.6%,,
India,,,361,,,14.8%,,
"China, People's Rep of",,,205,,,8.4%,,
"Korea, Republic of",,,121,,,5.0%,,
Taiwan,,,48,,,2.0%,,
Turkey,,,17,,,0.7%,,
Indonesia,,,14,,,0.6%,,
Iran,,,14,,,0.6%,,
Mexico,,,11,,,0.5%,,
Thailand,,,10,,,0.4%,,
State,Students  % Total,,,,,,,
Texas,1192,,,48.8%,,,,
California,26,,,1.1%,,,,
New York,20,,,0.8%,,,,
Florida,19,,,0.8%,,,,
Louisiana,19,,,0.8%,,,,
Illinois,18,,,0.7%,,,,
Kansas,13,,,0.5%,,,,
Michigan,12,,,0.5%,,,,
Colorado,11,,,0.5%,,,,
Ohio,11,,,0.5%,,,,
Texas County   Students  % Total,,,,,,,,
Harris,,255,,,10.4%,,,
Brazos,,193,,,7.9%,,,
Tarrant,,60,,,2.5%,,,
Dallas,,56,,,2.3%,,,
Travis,,51,,,2.1%,,,
Bexar,,49,,,2.0%,,,
Fort Bend,,45,,,1.8%,,,
Montgomery,,43,,,1.8%,,,
Collin,,23,,,0.9%,,,
Williamson,,19,,,0.8%,,,
