Fall 2007,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,"37,357",2.1%,"5,365",10.9%,"3,315",-4.0%,505,-0.8%,"46,542",2.6%,
Gender,Female,"17,929",1.3%,"2,173",9.0%,"1,354",-1.8%,373,-1.1%,"21,829",1.7%,
,Male,"19,428",2.9%,"3,192",12.2%,"1,961",-5.4%,132,0.0%,"24,713",3.3%,
Ethnicity,White,"29,170",0.8%,"2,848",6.1%,"1,238",-5.4%,441,-1.3%,"33,697",0.9%,
,Black,"1,094",4.7%,156,2.0%,162,5.2%,1,-66.7%,"1,413",4.3%,
,Hispanic,"4,657",7.4%,341,0.3%,248,6.9%,36,5.9%,"5,282",6.9%,
,Asian,"1,627",12.3%,150,-2.0%,80,-3.6%,18,5.9%,"1,875",10.2%,
,American Indian,214,7.5%,20,81.8%,16,-5.9%,2,100.0%,252,10.5%,
,International,496,1.4%,"1,807",24.5%,"1,533",-5.0%,,,"3,836",7.9%,
,Unknown/Other,99,-15.4%,43,-6.5%,38,-13.6%,7,0.0%,187,-12.6%,
TAMU Age,<18,82,7.9%,,,,,,,82,7.9%,
Categories,18-21,"28,156",4.7%,123,7.9%,1,0.0%,25,25.0%,"28,305",4.7%,
,22-25,"8,253",-5.1%,"3,013",12.9%,243,-14.4%,305,1.3%,"11,814",-1.1%,
,26-30,569,-7.8%,"1,342",7.1%,"1,327",-1.7%,140,-3.4%,"3,378",0.4%,
,31-39,198,2.6%,612,10.9%,"1,206",-2.9%,30,-14.3%,"2,046",1.2%,
,40+,99,-7.5%,275,9.6%,538,-6.4%,5,-37.5%,917,-2.6%,
Enrollment,1st Time in College,"8,094",3.7%,,,,,,,"8,094",3.7%,
Status,1st Time PB,22,-4.3%,213,-3.6%,,,,,235,-3.7%,
,1st Time Graduate,,,"2,256",18.5%,259,-25.6%,,,"2,515",11.7%,
,1st Time Professional,,,,,,,133,1.5%,133,1.5%,
,1st Time Transfer,"1,632",-2.3%,,,,,,,"1,632",-2.3%,
,Readmitted,414,2.2%,15,-6.3%,10,-56.5%,,,439,-1.1%,
,Continuing,"27,195",1.9%,"2,881",6.8%,"3,046",-1.1%,372,-1.6%,"33,494",2.0%,
Tuition,Resident Tuition,"35,224",2.3%,"2,757",6.3%,"1,231",-2.8%,469,0.2%,"39,681",2.4%,
Status,Non-Resident Tuition,965,4.9%,700,27.5%,341,-11.7%,6,-14.3%,"2,012",8.1%,
,Tuition  Exemption/Waiver,"1,168",-5.3%,"1,908",12.4%,"1,743",-3.1%,30,-11.8%,"4,849",1.8%,
Residency,Texas Resident,"35,599",2.2%,"2,821",6.5%,"1,276",-3.6%,475,0.4%,"40,171",2.3%,
Status,"Non-TX, US Resident","1,249",0.6%,726,-1.0%,500,-2.2%,30,-16.7%,"2,505",-0.6%,
,"Non-TX, Non-US Resident",509,1.6%,"1,818",24.9%,"1,539",-4.9%,,,"3,866",8.1%,
SCH,< 6 SCH,"1,016",15.7%,696,7.2%,746,-5.3%,,,"2,458",6.2%,
Categories,6-8 SCH,"1,024",-4.2%,446,9.6%,178,11.3%,,,"1,648",0.7%,
,9-11 SCH,"1,283",-18.5%,"2,992",10.8%,"2,298",-3.6%,,,"6,573",-1.3%,
,12-14 SCH,"18,281",4.9%,869,17.4%,77,-25.2%,,,"19,227",5.2%,
,15-17 SCH,"14,894",1.1%,283,8.4%,15,-16.7%,,,"15,192",1.2%,
,>17 SCH,859,-5.0%,79,-2.5%,1,100.0%,505,-0.8%,"1,444",-3.3%,
Ft/Pt:,Less Than Half Time,917,19.4%,582,25.2%,603,-3.7%,,,"2,102",13.1%,
"TAMU
Status","Half-Time
Three-Quarter Time","684
1,261","-13.0%
-13.5%",514,31.8%,288,23.1%,,,"1,486
1,261","5.4%
-13.5%",
,Full-Time,"34,495",2.8%,"4,269",7.2%,"2,424",-6.5%,505,-0.8%,"41,693",2.6%,
"Prepared by OISP, 13 Nov 07",,,,,,,,,,,,
