Fall 2007,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering       AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG",,"253
262
137
153
96
95
49
59
234
289
1
190
127
239
545
199
248
3
158
148
15
112
295
107
192
3
384
620
90
118
59
130
256
183
18
10
1","-15.4%
10.5%
3.8%
7.0%
-23.8%
11.8%
-26.9%
-9.2%
0.9%
17.5%
-50.0%
-2.6%
0.8%
0.4%
-4.0%
2.1%
-6.4%
-25.0%
3.9%
35.8%
36.4%
-11.1%
-11.4%
-0.9%
9.1%
-25.0%
-15.8%
4.6%
28.6%
0.9%
11.3%
39.8%
30.6%
5.2%
125.0%
-23.1%
0.0%","11
5
10
4
13
4
7
2
9
8
7
4
10
7
20
14
1
3
7
1
3
11
7
8
1
7
20
2
4
0
3
12
3
1","22.2%
-28.6%
25.0%
100.0%
18.2%
33.3%
-36.4%
0.0%
-40.0%
-11.1%
-30.0%
-60.0%
100.0%
-36.4%
-9.1%
7.7%
100.0%
0.0%
75.0%
0.0%
0.0%
-21.4%
40.0%
-46.7%
-50.0%
-12.5%
0.0%
-66.7%
300.0%
-100.0%
50.0%
9.1%
-25.0%
0.0%","81
35
21
22
33
11
24
13
49
46
16
26
55
81
52
41
0
29
29
3
12
31
21
63
63
72
8
10
9
20
30
20
6
4","3.8%
-2.8%
-16.0%
10.0%
-5.7%
22.2%
50.0%
-7.1%
-5.8%
31.4%
0.0%
0.0%
-22.5%
35.0%
-13.3%
-4.7%
-100.0%
61.1%
16.0%
200.0%
9.1%
10.7%
0.0%
40.0%
-17.1%
-2.7%
-33.3%
-9.1%
28.6%
66.7%
0.0%
-16.7%
20.0%
33.3%","10
9
20
26
15
10
16
7
25
25
1
17
3
11
22
32
26
7
12
1
16
6
13
17
41
6
9
2
10
20
5
3
1","-16.7%
12.5%
-23.1%
-7.1%
15.4%
25.0%
23.1%
-30.0%
19.0%
78.6%
0.0%
21.4%
-66.7%
57.1%
-8.3%
3.2%
-13.3%
-22.2%
33.3%
-66.7%
100.0%
-40.0%
8.3%
0.0%
28.1%
200.0%
0.0%
-50.0%
100.0%
17.6%
-50.0%
50.0%
-66.7%","0
1
0
1
4
3
1
2
2
2
1
0
3
2
2
2
4
3
0
2
2","-100.0%
0.0%
-100.0%
100.0%
33.3%
50.0%
100.0%
0.0%
100.0%
-33.3%
0.0%
-100.0%
200.0%
0.0%
100.0%
-60.0%
33.3%
200.0%
-100.0%
100.0%
100.0%","5
62
3
52
1
50
6
68
15
128
4
151
8
1
214
18
364
6
0
4
2
1
1
1
8
178
0
7
248
1
25
1
34
195
25
1","-37.5%
-4.6%
-50.0%
30.0%
-50.0%
-2.0%
100.0%
61.9%
25.0%
-3.0%
-50.0%
7.1%
60.0%
-50.0%
13.2%
100.0%
12.7%
-33.3%
-100.0%
33.3%
-50.0%
-75.0%
0.0%
-75.0%
-33.3%
49.6%
-100.0%
-36.4%
0.4%
0.0%
-3.8%
100.0%
13.3%
22.6%
-10.7%
100.0%","0
2
4
1
1
0
3
1
2
2
0
0
1
0
1
0
2
1
1
5
2
0
0
1
1","-100.0%
100.0%
100.0%
0.0%
100.0%
-100.0%
200.0%
0.0%
0.0%
0.0%
-100.0%
-100.0%
0.0%
-100.0%
-50.0%
-100.0%
0.0%
100.0%
-66.7%
-16.7%
0.0%
-100.0%
-100.0%
-66.7%
0.0%","360
375
191
261
160
171
103
149
339
500
6
384
172
318
871
322
694
10
0
202
198
20
132
356
153
455
4
481
1,010
112
166
71
199
514
239
28
15
2","-11.5%
6.2%
-4.0%
11.1%
-15.3%
8.9%
-7.2%
12.0%
0.9%
13.9%
-45.5%
1.6%
-4.4%
-2.2%
1.8%
1.3%
2.5%
-28.6%
-100.0%
6.9%
31.1%
17.6%
-9.0%
-9.0%
-3.2%
24.0%
-42.9%
-16.5%
3.6%
19.1%
0.6%
6.0%
38.2%
23.6%
-1.2%
75.0%
-21.1%
100.0%",
,Subtotal,"6,078",1.0%,229,-8.4%,"1,036",3.6%,444,5.5%,37,12.1%,"1,888",10.9%,31,-20.5%,"9,743",3.0%,
G. Bush,BUSH,55,27.9%,2,-33.3%,7,-22.2%,2,100.0%,1,0.0%,8,33.3%,1,100.0%,72,18.0%,
School of,CAIA,45,66.7%,2,100.0%,9,350.0%,,,,,1,100.0%,,,60,100.0%,
Govt,CHLS,26,13.0%,1,100.0%,4,300.0%,,,,,,,,,32,28.0%,
,CNPM,2,100.0%,,,,,,,,,,,,,2,100.0%,
,INTA,65,0.0%,3,50.0%,3,-40.0%,2,-50.0%,1,0.0%,9,50.0%,3,100.0%,86,3.6%,
,Subtotal,193,22.2%,8,33.3%,23,35.3%,4,0.0%,2,0.0%,18,50.0%,4,100.0%,252,26.6%,
"Prepared by OISP, 13 Nov 07",,,,,,,,,,,,,,,,,,
