Fall 2007,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,"4,284",18.4%,,,,,,,"4,284",18.4%,
Gender,Female,"1,860",11.3%,,,,,,,"1,860",11.3%,
,Male,"2,424",24.6%,,,,,,,"2,424",24.6%,
Ethnicity,White,"3,270",17.5%,,,,,,,"3,270",17.5%,
,Black,155,4.7%,,,,,,,155,4.7%,
,Hispanic,585,17.5%,,,,,,,585,17.5%,
,Asian,199,47.4%,,,,,,,199,47.4%,
,American Indian,38,31.0%,,,,,,,38,31.0%,
,International,32,88.2%,,,,,,,32,88.2%,
,Unknown/Other,5,-28.6%,,,,,,,5,-28.6%,
TAMU Age,<18,20,17.6%,,,,,,,20,17.6%,
Categories,18-21,"4,211",19.3%,,,,,,,"4,211",19.3%,
,22-25,46,-22.0%,,,,,,,46,-22.0%,
,26-30,5,-28.6%,,,,,,,5,-28.6%,
,31-39,0,-100.0%,,,,,,,0,-100.0%,
,40+,2,0.0%,,,,,,,2,0.0%,
Enrollment,1st Time in College,"2,083",39.5%,,,,,,,"2,083",39.5%,
Status,1st Time PB,,,,,,,,,,,
,1st Time Graduate,,,,,,,,,,,
,1st Time Professional,,,,,,,,,,,
,1st Time Transfer,98,19.5%,,,,,,,98,19.5%,
,Readmitted,65,3.2%,,,,,,,65,3.2%,
,Continuing,"2,038",3.0%,,,,,,,"2,038",3.0%,
Tuition,Resident Tuition,"4,078",18.0%,,,,,,,"4,078",18.0%,
Status,Non-Resident Tuition,139,75.9%,,,,,,,139,75.9%,
,Tuition  Exemption/Waiver,67,-18.3%,,,,,,,67,-18.3%,
Residency,Texas Resident,"4,110",18.1%,,,,,,,"4,110",18.1%,
Status,"Non-TX, US Resident",141,20.5%,,,,,,,141,20.5%,
,"Non-TX, Non-US Resident",33,73.7%,,,,,,,33,73.7%,
SCH,< 6 SCH,645,27.2%,,,,,,,645,27.2%,
Categories,6-8 SCH,50,-10.7%,,,,,,,50,-10.7%,
,9-11 SCH,53,26.2%,,,,,,,53,26.2%,
,12-14 SCH,"2,187",21.8%,,,,,,,"2,187",21.8%,
,15-17 SCH,"1,333",10.3%,,,,,,,"1,333",10.3%,
,>17 SCH,16,77.8%,,,,,,,16,77.8%,
Ft/Pt:,Less Than Half Time,643,27.1%,,,,,,,643,27.1%,
"TAMU
Status","Half-Time
Three-Quarter Time","50
52","-9.1%
26.8%",,,,,,,"50
52","-9.1%
26.8%",
,Full-Time,"3,539",17.4%,,,,,,,"3,539",17.4%,
"Prepared by OISP, 13 Nov 07",,,,,,,,,,,,
