Fall 2007,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,"1,904",0.2%,80,12.7%,57,-8.1%,505,-0.8%,"2,546",0.1%,
Gender,Female,"1,304",2.0%,55,7.8%,34,0.0%,373,-1.1%,"1,766",1.4%,
,Male,600,-3.5%,25,25.0%,23,-17.9%,132,0.0%,780,-2.7%,
Ethnicity,White,"1,371",1.0%,54,5.9%,25,-3.8%,441,-1.3%,"1,891",0.5%,
,Black,56,12.0%,3,0.0%,1,0.0%,1,-66.7%,61,7.0%,
,Hispanic,290,-4.0%,3,-50.0%,4,33.3%,36,5.9%,333,-3.5%,
,Asian,173,1.2%,2,0.0%,2,-33.3%,18,5.9%,195,1.0%,
,American Indian,9,-35.7%,2,100.0%,,,2,100.0%,13,-18.8%,
,International,3,-25.0%,14,75.0%,24,-14.3%,,,41,2.5%,
,Unknown/Other,2,0.0%,2,100.0%,1,0.0%,7,0.0%,12,20.0%,
TAMU Age,<18,8,60.0%,,,,,,,8,60.0%,
Categories,18-21,"1,695",3.2%,2,100.0%,,,25,25.0%,"1,722",3.5%,
,22-25,193,-20.9%,38,0.0%,0,-100.0%,305,1.3%,536,-9.3%,
,26-30,5,-28.6%,25,25.0%,24,-7.7%,140,-3.4%,194,-2.0%,
,31-39,2,0.0%,11,0.0%,24,26.3%,30,-14.3%,67,0.0%,
,40+,1,0.0%,4,300.0%,9,0.0%,5,-37.5%,19,0.0%,
Enrollment,1st Time in College,732,14.7%,,,,,,,732,14.7%,
Status,1st Time PB,0,-100.0%,0,-100.0%,,,,,0,-100.0%,
,1st Time Graduate,,,33,10.0%,1,-75.0%,,,34,0.0%,
,1st Time Professional,,,,,,,133,1.5%,133,1.5%,
,1st Time Transfer,8,-11.1%,,,,,,,8,-11.1%,
,Readmitted,3,-57.1%,2,100.0%,1,0.0%,,,6,-25.0%,
,Continuing,"1,161",-6.8%,45,15.4%,55,-3.5%,372,-1.6%,"1,633",-5.1%,
Tuition,Resident Tuition,"1,832",0.7%,49,-3.9%,27,12.5%,469,0.2%,"2,377",0.6%,
Status,Non-Resident Tuition,37,48.0%,6,100.0%,3,-25.0%,6,-14.3%,52,33.3%,
,Tuition  Exemption/Waiver,35,-37.5%,25,47.1%,27,-20.6%,30,-11.8%,117,-17.0%,
Residency,Texas Resident,"1,849",-0.4%,53,0.0%,27,3.8%,475,0.4%,"2,404",-0.2%,
Status,"Non-TX, US Resident",51,24.4%,13,30.0%,6,-25.0%,30,-16.7%,100,5.3%,
,"Non-TX, Non-US Resident",4,0.0%,14,75.0%,24,-14.3%,,,42,5.0%,
SCH,< 6 SCH,10,25.0%,19,111.1%,12,0.0%,,,41,41.4%,
Categories,6-8 SCH,23,-34.3%,7,-46.2%,9,350.0%,,,39,-22.0%,
,9-11 SCH,44,0.0%,44,-2.2%,32,-30.4%,,,120,-11.1%,
,12-14 SCH,799,-9.8%,8,100.0%,3,50.0%,,,810,-9.2%,
,15-17 SCH,"1,005",13.4%,2,100.0%,1,100.0%,,,"1,008",13.8%,
,>17 SCH,23,-45.2%,,,,,505,-0.8%,528,-4.2%,
Ft/Pt:,Less Than Half Time,10,25.0%,11,266.7%,10,-16.7%,,,31,34.8%,
"TAMU
Status","Half-Time
Three-Quarter Time","23
44","-30.3%
4.8%",15,0.0%,11,450.0%,,,"49
44","-2.0%
4.8%",
,Full-Time,"1,827",0.5%,54,1.9%,36,-25.0%,505,-0.8%,"2,422",-0.2%,
"Prepared by OISP, 13 Nov 07",,,,,,,,,,,,
