Ethnicity Unknown or Not Reported,,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Science,APHY,,,,,,,,,,,,,,,
,APMS,,,,,,,,,,,,,,,
,BIOL,,,,,,,,,,,,,,,
,BMCB,,,,,,,,,,,,,,,
,BOTN,,,,,,,,,,,,,,,
,CHEM,2,1,6,7,,16,,1,1,1,1,,,18,
,GENE,,,,,,,,,,,,,,,
,MATH,,,,,,,,1,1,,,,,1,
,MBIO,,,,,,,,,,,,,,,
,MEPS,,,,,,,,,,,,,,,
,MSEN,,,,,,,,,,,,,,,
,PHYS,4,3,2,,,9,,,,2,2,,,11,
,STAT,,,,,,,1,2,3,,,,,3,
,USSC,,,,,,,,,,,,,,,
,ZOOL,,,,,,,,,,,,,,,
,Subtotal,6,4,8,7,,25,1,4,5,3,3,,,33,
Veterinary Medicine,BIMS,,1,,,,1,,,,,,,,1,
,BIOT,,,,,,,,,,,,,,,
,GENE,,,,,,,,,,,,,,,
,LAMD,,,,,,,,,,,,,,,
,STJR,,,,,,,,,,,,,,,
,TOXI,,,,,,,,,,,,,,,
,USVM,,,,,,,,,,,,,,,
,VPAT,,,,,,,,,,,,,,,
,VPHY,,,,,,,,,,,,,,,
,VTMD,,,,,,,,,,,,1,1,1,
,VTMI,,,,,,,,,,,,,,,
,VTPH,,,,,,,,,,,,,,,
,Subtotal,,1,,,,1,,,,,,1,1,2,
General Studies,GEST,1,,,,,1,,,,,,,,1,
,TEAM,,,,,,,,,,,,,,,
,Subtotal,1,,,,,1,,,,,,,,1,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
