Ethnicity 2 or More/Excluding Black (NEW),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Other - Special Populations,ELEN,,,,,,,,,,,,,,,
,MARB,,,,,,,,,,,,,,,
,MARS,,,,,,,,,,,,,,,
,MASE,,,,,,,,,,,,,,,
,MDSC,,,,,,,,,,,,,,,
,MEEN,,,,,,,,,,,,,,,
,PETE,,,,,,,,,,,,,,,
,PHLT,,,,,,,,,,,,,,,
,Subtotal,,,,,,,,,,,,,,,
University,Total,10,22,55,85,1,173,2,21,23,16,16,,,212,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
