Ethnicity Native Hawaii Only (New),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Other - Special Populations,ELEN,,,,,,,,,,,,,,,
,MARB,,,,,,,,,,,,,,,
,MARS,,,,,,,,,,,,,,,
,MASE,,,,,,,,,,,,,,,
,MDSC,,,,,,,,,,,,,,,
,MEEN,,,,,,,,,,,,,,,
,PETE,,,,,,,,,,,,,,,
,PHLT,,,,,,,,,,,,,,,
,Subtotal,,,,,,,,,,,,,,,
University,Total,1,1,5,5,,12,,,,3,3,,,15,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
