Ethnicity Black Only + 2 or more/1 Black (NEW),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Agriculture,PPRO,,,,,,,,,,,,,,,
,PREP,,,,,,,,,,,,,,,
,RENR,,,,,,,,,,,,,,,
,RLEM,,,,,,,,,,1,1,,,1,
,RPTS,,,4,1,,5,,,,3,3,,,8,
,SOSC,,,,,,,,,,2,2,,,2,
,SPSA,,,,,,,,,,,,,,,
,TOXI,,,,,,,,,,,,,,,
,USAL,,,2,10,,12,,,,,,,,12,
,WFSC,,,,,,,,1,1,2,2,,,3,
,WISC,,,,,,,,,,,,,,,
,WMHS,,,,,,,,1,1,,,,,1,
,Subtotal,2,8,30,57,1,98,,9,9,23,23,,,130,
Architecture,ARCH,,,,,,,,,,,,,,,
,COMG,,,,,,,,,,,,,,,
,COSC,,,,2,,2,,,,,,,,2,
,COSL,,1,2,,,3,,,,,,,,3,
,ENDL,,1,,,,1,,,,,,,,1,
,ENDS,,,,1,,1,,,,,,,,1,
,LAND,,,,,,,,,,,,,,,
,LANL,1,,,,,1,,,,,,,,1,
,LDEV,,,,,,,,1,1,,,,,1,
,NUTR,,,,,,,,,,,,,,,
,URPL,,,,,,,,,,,,,,,
,URSC,,,,1,,1,,,,,,,,1,
,USAR,,,1,,,1,,,,,,,,1,
,VISL,,,,,,,,,,,,,,,
,VIST,,,,,,,,,,,,,,,
,Subtotal,1,2,3,4,,10,,1,1,,,,,11,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
