Ethnicity 2 or More/Excluding Black (NEW),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Science,APHY,,,,,,,,,,1,1,,,1,
,APMS,,,,,,,,,,,,,,,
,BIOL,,1,1,3,,5,,,,,,,,5,
,BMCB,,,,,,,,,,,,,,,
,BOTN,,,,,,,,,,,,,,,
,CHEM,,,,,,,,,,1,1,,,1,
,GENE,,,,,,,,,,,,,,,
,MATH,,,,2,,2,,,,1,1,,,3,
,MBIO,,,,1,,1,,,,,,,,1,
,MEPS,,,,,,,,,,,,,,,
,MSEN,,,,,,,,,,,,,,,
,PHYS,,,,,,,,,,2,2,,,2,
,STAT,,,,,,,,2,2,,,,,2,
,USSC,,,,,,,,,,,,,,,
,ZOOL,,,,1,,1,,,,,,,,1,
,Subtotal,,1,1,7,,9,,2,2,5,5,,,16,
Veterinary Medicine,BIMS,,,3,1,,4,,,,,,,,4,
,BIOT,,,,,,,,,,,,,,,
,GENE,,,,,,,,,,,,,,,
,LAMD,,,,,,,,,,,,,,,
,STJR,,,,,,,,,,,,,,,
,TOXI,,,,,,,,,,,,,,,
,USVM,,,,,,,,,,,,,,,
,VPAT,,,,,,,,,,,,,,,
,VPHY,,,,,,,,,,,,,,,
,VTMD,,,,,,,,,,,,,,,
,VTMI,,,,,,,,,,,,,,,
,VTPH,,,,,,,,,,,,,,,
,Subtotal,,,3,1,,4,,,,,,,,4,
General Studies,GEST,5,1,1,,,7,,,,,,,,7,
,TEAM,,1,,,,1,,,,,,,,1,
,Subtotal,5,2,1,,,8,,,,,,,,8,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
