Ethnicity Unknown or Not Reported,,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Liberal Arts,AMST,,,,,,,,,,,,,,,
,ANTH,,,,,,,,,,,,,,,
,CLSS,,,,,,,,,,,,,,,
,COMM,,,,,,,,,,,,,,,
,ECON,,1,,,,1,,,,,,,,1,
,ENGL,,,,1,,1,,,,,,,,1,
,FREN,,,,,,,,,,,,,,,
,GERM,,,,,,,,,,,,,,,
,HISP,,,,,,,,,,,,,,,
,HIST,1,,,,,1,,,,,,,,1,
,INTS,,,,,,,,,,,,,,,
,MODL,,,,,,,,,,,,,,,
,MUSC,,,,,,,,,,,,,,,
,NRSC,,,,,,,,,,,,,,,
,NUTR,,,,,,,,,,,,,,,
,PHIL,,,,,,,,,,,,,,,
,POLS,,,,,,,,,,,,,,,
,PSYC,1,,,1,,2,,,,,,,,2,
,RUSS,,,,,,,,,,,,,,,
,SOCI,,,,,,,,,,1,1,,,1,
,SPAN,,,,,,,,,,,,,,,
,TCMS,,,,,,,,,,,,,,,
,THAR,,,,,,,,,,,,,,,
,USLA,,,,,,,,,,,,,,,
,WGST,,,,,,,,,,,,,,,
,Subtotal,2,1,,2,,5,,,,1,1,,,6,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
