Ethnicity American Indian Only (NEW),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Agriculture,ADEV,,,,,,,,,,,,,,,
,AGBL,,,,,,,,,,,,,,,
,AGBU,,,,,,,,,,,,,,,
,AGCJ,,,,2,,2,,,,,,,,2,
,AGEC,,,,1,,1,,,,,,,,1,
,AGLS,,,,,,,,,,,,,,,
,AGRO,,,,,,,,1,1,,,,,1,
,AGSC,,,1,,,1,,,,,,,,1,
,AGSM,,,,,,,,,,,,,,,
,ALEC,,,,,,,,,,,,,,,
,ALED,,,1,,,1,,,,,,,,1,
,ANBR,,,,,,,,,,,,,,,
,ANSC,,1,2,,,3,,,,,,,,3,
,BAEN,,,,1,,1,,,,,,,,1,
,BESC,,,1,,,1,,,,,,,,1,
,BICH,,,,,,,,1,1,,,,,1,
,BIOT,,,,,,,,,,,,,,,
,CDEV,,,,,,,,,,,,,,,
,DASC,,,,,,,,,,,,,,,
,ECOR,,,,,,,,,,,,,,,
,ENST,,,,,,,,,,,,,,,
,ENTO,,,,,,,,,,,,,,,
,FISC,,,,,,,,,,,,,,,
,FIVL,,,,,,,,,,,,,,,
,FIVS,,,,,,,,,,,,,,,
,FLOR,,,,,,,,,,,,,,,
,FORS,,,,,,,,,,,,,,,
,FSTC,,,,,,,,,,,,,,,
,GENE,,,,,,,,,,,,,,,
,HORT,,,,2,,2,,,,,,,,2,
,MEPS,,,,,,,,,,,,,,,
,NRDV,,,,,,,,,,,,,,,
,NUSC,,,,1,,1,,,,,,,,1,
,NUTR,,,,,,,,,,,,,,,
,PLBR,,,,,,,,,,,,,,,
,PLPA,,,,,,,,,,,,,,,
,POSC,,,,,,,,,,,,,,,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
