Ethnicity Native Hawaii Only (New),,,,,,,,,,,,,,,,
Headcount by Department by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Agriculture,AGEC,,,,,,,,,,,,,,,
,ALEC,,,,,,,,,,,,,,,
,ANSC,,,,,,,,,,1,1,,,1,
,BAEN,,,,,,,,,,,,,,,
,BCBP,,,,,,,,,,,,,,,
,CLAG,,,,,,,,,,,,,,,
,ENTO,,,,,,,,,,,,,,,
,ESSM,,,,,,,,,,,,,,,
,HRSC,,,,,,,,,,,,,,,
,NFSC,,,,,,,,,,,,,,,
,PLPM,,,,,,,,,,,,,,,
,POSC,,,,,,,,,,,,,,,
,RPTS,,1,,,,1,,,,,,,,1,
,SCSC,,,,,,,,,,,,,,,
,WFSC,,,,,,,,,,,,,,,
,Subtotal,,1,,,,1,,,,1,1,,,2,
Architecture,ARCH,,,,,,,,,,,,,,,
,CLAR,,,,,,,,,,,,,,,
,COSC,,,,,,,,,,,,,,,
,LAUP,,,1,,,1,,,,,,,,1,
,VIZA,,,,,,,,,,,,,,,
,Subtotal,,,1,,,1,,,,,,,,1,
Business Admin,ACCT,,,,,,,,,,,,,,,
,CLBA,,,1,,,1,,,,,,,,1,
,FINC,,,,1,,1,,,,,,,,1,
,INFO,,,,,,,,,,,,,,,
,MGMT,,,,1,,1,,,,,,,,1,
,MKTG,,,,,,,,,,,,,,,
,Subtotal,,,1,2,,3,,,,,,,,3,
Education,CLED,,,,,,,,,,,,,,,
,EAHR,,,,,,,,,,,,,,,
,EPSY,,,,,,,,,,,,,,,
,HLKN,,,,,,,,,,,,,,,
,TLAC,,,,,,,,,,,,,,,
,Subtotal,,,,,,,,,,,,,,,
Engineering,AERO,,,,,,,,,,,,,,,
,BMEN,,,,,,,,,,,,,,,
,CHEN,,,,,,,,,,,,,,,
,CLEN,,,,,,,,,,,,,,,
,CSCE,,,,,,,,,,1,1,,,1,
,CVEN,,,,1,,1,,,,,,,,1,
,ECEN,,,,,,,,,,,,,,,
,ETID,,,,,,,,,,,,,,,
,ISEN,,,1,,,1,,,,,,,,1,
,MEEN,,,,,,,,,,,,,,,
,NUEN,,,1,,,1,,,,,,,,1,
,PETE,,,,,,,,,,,,,,,
,Subtotal,,,2,1,,3,,,,1,1,,,4,
G. Bush School of Govt,BUSH,,,,,,,,,,,,,,,
,Subtotal,,,,,,,,,,,,,,,
Geosciences,ATMO,,,,,,,,,,,,,,,
,CLGE,,,,,,,,,,,,,,,
,GEOG,,,,,,,,,,,,,,,
,GEPL,,,,,,,,,,,,,,,
,OCNG,,,,,,,,,,,,,,,
,Subtotal,,,,,,,,,,,,,,,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
