Ethnicity Unknown or Not Reported,,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Education,USEH,,,,,,,,,,,,,,,
,Subtotal,,,,1,,1,1,,1,4,4,,,6,
Engineering,AERL,,1,1,5,,7,,,,,,,,7,
,AERO,,,,,,,,,,1,1,,,1,
,BIOT,,,,,,,,,,,,,,,
,BMEL,,1,2,6,,9,,,,,,,,9,
,BMEN,,,,,,,,,,,,,,,
,CECL,,,,,,,,,,,,,,,
,CECN,,,,,,,,,,,,,,,
,CEEL,,,,,,,,,,,,,,,
,CEEN,,,,,,,,,,,,,,,
,CHEL,1,,4,7,,12,,,,,,,,12,
,CHEN,,,1,,,1,,,,,,,,1,
,CPSC,,,,,,,,,,,,,,,
,CPSL,3,1,,4,,8,,,,,,,,8,
,CVEL,3,1,2,4,,10,,,,,,,,10,
,CVEN,,,,1,,1,,,,,,,,1,
,ELEL,,4,2,2,,8,,,,,,,,8,
,ELEN,,,1,,,1,,,,,,,,1,
,ENGR,,,,,,,,,,,,,,,
,ENSM,,,,,,,,,,,,,,,
,ENTC,,,,,,,,,,,,,,,
,ENTL,,,,,,,,,,,,,,,
,HLPH,,,,,,,,,,,,,,,
,IDIL,,,,,,,,,,,,,,,
,IDIS,,,,,,,,,,,,,,,
,INEL,,1,,,,1,,,,,,,,1,
,INEN,,,,,,,,,,,,,,,
,ITDE,,,,,,,,,,,,,,,
,MEEL,1,2,3,1,,7,,,,,,,,7,
,MEEN,,,,,,,,,,,,,,,
,MSEN,,,,,,,,,,,,,,,
,NUEL,,,,,,,,,,,,,,,
,NUEN,,,,1,,1,,,,,,,,1,
,OCEL,,,,,,,,,,,,,,,
,OCEN,,,,,,,,,,,,,,,
,PETE,,,,,,,,6,6,,,,,6,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
