Ethnicity 2 or More/Excluding Black (NEW),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Agriculture,ADEV,,,,,,,,,,,,,,,
,AGBL,,1,,,,1,,,,,,,,1,
,AGBU,,,,1,,1,,,,,,,,1,
,AGCJ,,,,2,,2,,,,,,,,2,
,AGEC,,,2,2,,4,,,,,,,,4,
,AGLS,,1,,,,1,,,,,,,,1,
,AGRO,,,1,,,1,,,,,,,,1,
,AGSC,,,,,,,,,,,,,,,
,AGSM,,,,,,,,,,,,,,,
,ALEC,,,,,,,,,,,,,,,
,ALED,,,,,,,,,,,,,,,
,ANBR,,,,,,,,,,,,,,,
,ANSC,,,1,3,,4,,1,1,,,,,5,
,BAEN,,,2,1,,3,,1,1,,,,,4,
,BESC,,,2,1,,3,,,,,,,,3,
,BICH,,1,,1,,2,,,,,,,,2,
,BIOT,,,,,,,,,,,,,,,
,CDEV,,,,,,,,,,,,,,,
,DASC,,,,,,,,,,,,,,,
,ECOR,,,,,,,,,,,,,,,
,ENST,,,,,,,,,,,,,,,
,ENTO,,,,2,,2,,,,,,,,2,
,FISC,,,,,,,,,,,,,,,
,FIVL,,,,,,,,,,,,,,,
,FIVS,,,1,,,1,,,,,,,,1,
,FLOR,,,1,,,1,,,,,,,,1,
,FORS,,,,,,,,,,,,,,,
,FSTC,,,,1,,1,,,,,,,,1,
,GENE,,,,,,,,,,,,,,,
,HORT,,,,,,,,,,,,,,,
,MEPS,,,,,,,,,,,,,,,
,NRDV,,,,,,,,,,,,,,,
,NUSC,,1,1,,,2,,,,,,,,2,
,NUTR,,,,,,,,,,,,,,,
,PLBR,,,,,,,,,,,,,,,
,PLPA,,,,,,,,,,,,,,,
,POSC,,,,,,,,1,1,,,,,1,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
