Top 10,,,,,,,,,
Summer 2004 Feeder Patterns New Graduate,,,,,,,,,
Country,,,Students  % Total,,,,,,
United States,,,276,,,83.9%,,,
"China, People's Rep of",,,10,,,3.0%,,,
India,,,7,,,2.1%,,,
"Korea, Republic of",,,5,,,1.5%,,,
Peru,,,4,,,1.2%,,,
Taiwan,,,3,,,0.9%,,,
Venezuela,,,3,,,0.9%,,,
Canada,,,2,,,0.6%,,,
Egypt (A.R.E.),,,2,,,0.6%,,,
Colombia,,,2,,,0.6%,,,
State,Students  % Total,,,,,,,,
Texas,253,,,76.9%,,,,,
Virginia,3,,,0.9%,,,,,
Florida,2,,,0.6%,,,,,
Indiana,2,,,0.6%,,,,,
Illinois,2,,,0.6%,,,,,
New Mexico,2,,,0.6%,,,,,
Pennsylvania,2,,,0.6%,,,,,
Tennessee,2,,,0.6%,,,,,
North Carolina,1,,,0.3%,,,,,
Montana,1,,,0.3%,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,42,,,12.8%,,,,
Brazos,,37,,,11.2%,,,,
Tarrant,,19,,,5.8%,,,,
Dallas,,17,,,5.2%,,,,
Bexar,,14,,,4.3%,,,,
Fort Bend,,9,,,2.7%,,,,
Montgomery,,7,,,2.1%,,,,
Travis,,7,,,2.1%,,,,
Collin,,6,,,1.8%,,,,
Bell,,5,,,1.5%,,,,
