Summer 2004,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,"2,474",-1.6%,486,2.1%,413,-1.4%,,,"3,373",-1.1%,
Gender,Female,"1,183",0.3%,245,0.4%,168,5.0%,,,"1,596",0.8%,
,Male,"1,291",-3.3%,241,3.9%,245,-5.4%,,,"1,777",-2.7%,
Ethnicity,White,"2,055",-2.5%,322,1.3%,196,-2.0%,,,"2,573",-2.0%,
,Black,95,6.7%,6,0.0%,5,66.7%,,,106,8.2%,
,Hispanic,217,9.0%,25,56.3%,12,0.0%,,,254,11.9%,
,Asian,44,29.4%,3,-40.0%,14,-6.7%,,,61,13.0%,
,American Indian,16,0.0%,1,100.0%,,,,,17,6.3%,
,International,22,-31.3%,114,-7.3%,183,-1.1%,,,319,-6.2%,
,Unknown/Other,25,-34.2%,15,87.5%,3,-25.0%,,,43,-14.0%,
TAMU Age,<18,,,,,,,,,,,
Categories,18-21,922,-2.5%,1,100.0%,,,,,923,-2.4%,
,22-25,"1,409",-1.5%,251,2.0%,19,-29.6%,,,"1,679",-1.5%,
,26-30,97,-3.0%,157,-1.3%,185,2.8%,,,439,0.0%,
,31-39,29,3.6%,60,15.4%,143,-5.9%,,,232,0.0%,
,40+,17,70.0%,17,-10.5%,66,10.0%,,,100,12.4%,
Enrollment,1st Time in College,3,-62.5%,,,,,,,3,-62.5%,
Status,1st Time PB,3,50.0%,5,400.0%,,,,,8,166.7%,
,1st Time Graduate,,,23,-41.0%,6,100.0%,,,29,-31.0%,
,1st Time Professional,,,,,,,,,,,
,1st Time Transfer,59,-15.7%,,,,,,,59,-15.7%,
,Readmitted,37,2.8%,5,100.0%,1,100.0%,,,43,19.4%,
,Continuing,"2,372",-1.1%,453,3.9%,406,-2.4%,,,"3,231",-0.6%,
Tuition,Resident Tuition,"2,360",-1.3%,267,6.8%,132,-2.2%,,,"2,759",-0.6%,
Status,Non-Resident Tuition,68,-8.1%,43,-2.3%,58,11.5%,,,169,-0.6%,
,Tuition Exemption/Waiver,46,-6.1%,176,-3.3%,223,-3.9%,,,445,-3.9%,
Residency,Texas Resident,"2,369",-1.2%,270,7.1%,134,-1.5%,,,"2,773",-0.4%,
Status,"Non-TX, US Resident",81,-4.7%,101,0.0%,94,-4.1%,,,276,-2.8%,
,"Non-TX, Non-US Resident",24,-27.3%,115,-6.5%,185,0.0%,,,324,-5.0%,
SCH,< 6 SCH,778,-0.6%,136,13.3%,111,11.0%,,,"1,025",2.2%,
Categories,6-8 SCH,983,-2.4%,322,-1.8%,294,-2.6%,,,"1,599",-2.3%,
,9-11 SCH,440,2.3%,23,4.5%,4,-71.4%,,,467,0.2%,
,12-14 SCH,241,-5.5%,4,-33.3%,4,100.0%,,,249,-5.3%,
,15-17 SCH,29,-19.4%,1,100.0%,,,,,30,-16.7%,
,>17 SCH,3,-25.0%,,,0,-100.0%,,,3,-40.0%,
Ft/Pt:,Less Than Half Time,161,-11.0%,57,0.0%,72,10.8%,,,290,-4.3%,
"TAMU
Status","Half-Time
Three-Quarter Time","817
10","-1.0%
42.9%",27,170.0%,24,41.2%,,,"868
10","1.9%
42.9%",
,Full-Time,"1,486",-1.1%,402,-1.7%,317,-5.9%,,,"2,205",-1.9%,
"Prepared by OISP, 18 Aug 04",,,,,,,,,,,,
