Top 10,,,,,,,,,
Spring 2004 Feeder Patterns Undergraduate Transfer,,,,,,,,,
Country,,,Students  % Total,,,,,,
United States,,,677,,,,94.7%,,
Indonesia,,,6,,,,0.8%,,
Ecuador,,,3,,,,0.4%,,
Bolivia,,,3,,,,0.4%,,
"Korea, Republic of",,,3,,,,0.4%,,
Pakistan,,,3,,,,0.4%,,
"China, People's Rep of",,,2,,,,0.3%,,
Guatemala,,,2,,,,0.3%,,
India,,,1,,,,0.1%,,
France,,,1,,,,0.0%,,
State        Students  % Total,,,,,,,,,
Texas,661,,,92.4%,,,,,
California,6,,,0.8%,,,,,
Colorado,2,,,0.3%,,,,,
Arizona,1,,,0.1%,,,,,
Oklahoma,1,,,0.1%,,,,,
North Carolin,1,,,0.1%,,,,,
Michigan,1,,,0.1%,,,,,
Louisiana,1,,,0.1%,,,,,
Georgia,1,,,0.1%,,,,,
Florida,1,,,0.1%,,,,,
Texas County   Students  % Total,,,,,,,,,
Brazos,,123,,,17.2%,,,,
Harris,,109,,,15.2%,,,,
Tarrant,,32,,,4.5%,,,,
Dallas,,29,,,4.1%,,,,
Bexar,,24,,,3.4%,,,,
Fort Bend,,24,,,3.4%,,,,
Montgomery,,23,,,3.2%,,,,
Travis,,19,,,2.7%,,,,
Brazoria,,17,,,2.4%,,,,
Washington,,14,,,2.0%,,,,
