Spring 2004,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,42,50.0%,83,13.7%,3,100.0%,,,128,26.7%,
Gender,Female,20,81.8%,51,15.9%,,,,,71,29.1%,
,Male,22,29.4%,32,10.3%,3,100.0%,,,57,23.9%,
Ethnicity,White,0,-100.0%,32,0.0%,,,,,32,-3.0%,
,Black,,,5,150.0%,,,,,5,150.0%,
,Hispanic,,,8,-27.3%,,,,,8,-27.3%,
,Asian,,,7,75.0%,,,,,7,75.0%,
,American Indian,,,,,,,,,,,
,International,42,55.6%,23,9.5%,3,100.0%,,,68,41.7%,
,Unknown/Other,,,8,166.7%,,,,,8,166.7%,
TAMU Age,<18,,,,,,,,,,,
Categories,18-21,9,12.5%,0,-100.0%,,,,,9,-10.0%,
,22-25,33,94.1%,30,7.1%,1,100.0%,,,64,42.2%,
,26-30,0,-100.0%,36,63.6%,1,100.0%,,,37,54.2%,
,31-39,0,-100.0%,13,44.4%,1,100.0%,,,14,40.0%,
,40+,,,4,-66.7%,,,,,4,-66.7%,
Enrollment,1st Time in College,,,,,,,,,,,
Status,1st Time PB,,,40,8.1%,,,,,40,8.1%,
,1st Time Graduate,,,4,100.0%,1,100.0%,,,5,150.0%,
,1st Time Professional,,,,,,,,,,,
,1st Time Transfer,,,,,,,,,,,
,Readmitted,,,,,,,,,,,
,Continuing,42,50.0%,39,14.7%,2,100.0%,,,83,33.9%,
Tuition,Resident Tuition,0,-100.0%,50,13.6%,,,,,50,11.1%,
Status,Non-Resident Tuition,42,55.6%,9,-30.8%,,,,,51,27.5%,
,Tuition  Exemption/Waiver,,,24,50.0%,3,100.0%,,,27,68.8%,
Residency,Texas Resident,0,-100.0%,50,6.4%,,,,,50,4.2%,
Status,"Non-TX, US Resident",,,10,100.0%,,,,,10,100.0%,
,"Non-TX, Non-US Resident",42,55.6%,23,9.5%,3,100.0%,,,68,41.7%,
SCH,< 6 SCH,,,44,-12.0%,,,,,44,-12.0%,
Categories,6-8 SCH,,,17,183.3%,,,,,17,183.3%,
,9-11 SCH,,,11,1000.0%,3,100.0%,,,14,1300.0%,
,12-14 SCH,33,57.1%,10,0.0%,,,,,43,38.7%,
,15-17 SCH,9,28.6%,1,-83.3%,,,,,10,-23.1%,
,>17 SCH,,,,,,,,,,,
Ft/Pt:,Less Than Half Time,,,43,2.4%,,,,,43,2.4%,
"TAMU
Status","Half-Time
Three-Quarter Time",,,18,28.6%,,,,,18,28.6%,
,Full-Time,42,50.0%,22,29.4%,3,100.0%,,,67,48.9%,
"Prepared by OISP, 05 May 04",,,,,,,,,,,,
