Spring 2004,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,"1,720",3.0%,63,-1.6%,77,0.0%,501,2.7%,"2,361",2.7%,
Gender,Female,"1,135",0.4%,45,12.5%,40,8.1%,362,4.3%,"1,582",1.7%,
,Male,585,8.5%,18,-25.0%,37,-7.5%,139,-1.4%,779,4.7%,
Ethnicity,White,"1,349",1.8%,44,2.3%,39,-9.3%,446,1.4%,"1,878",1.5%,
,Black,30,-9.1%,0,-100.0%,1,0.0%,1,100.0%,32,-8.6%,
,Hispanic,208,17.5%,2,-60.0%,0,-100.0%,34,36.0%,244,17.3%,
,Asian,99,3.1%,1,-66.7%,2,-33.3%,10,-23.1%,112,-2.6%,
,American Indian,12,50.0%,,,,,2,0.0%,14,40.0%,
,International,8,-11.1%,16,45.5%,33,22.2%,,,57,21.3%,
,Unknown/Other,14,-36.4%,0,-100.0%,2,0.0%,8,0.0%,24,-27.3%,
TAMU Age,<18,1,100.0%,,,,,,,1,100.0%,
Categories,18-21,"1,196",5.2%,,,,,5,-16.7%,"1,201",5.1%,
,22-25,503,0.0%,28,-12.5%,6,500.0%,241,10.0%,778,3.0%,
,26-30,14,-26.3%,19,26.7%,31,-3.1%,181,-8.1%,245,-6.8%,
,31-39,4,-55.6%,12,-7.7%,33,0.0%,63,18.9%,112,3.7%,
,40+,2,0.0%,4,0.0%,7,-36.4%,11,-15.4%,24,-20.0%,
Enrollment,1st Time in College,6,0.0%,,,,,,,6,0.0%,
Status,1st Time PB,1,100.0%,0,-100.0%,,,,,1,-75.0%,
,1st Time Graduate,,,3,-40.0%,1,100.0%,,,4,-20.0%,
,1st Time Professional,,,,,,,1,-50.0%,1,-50.0%,
,1st Time Transfer,19,58.3%,,,,,,,19,58.3%,
,Readmitted,2,-66.7%,0,-100.0%,,,,,2,-71.4%,
,Continuing,"1,692",2.8%,60,11.1%,76,-1.3%,500,2.9%,"2,328",2.9%,
Tuition,Resident Tuition,"1,656",2.9%,37,-17.8%,31,3.3%,474,1.7%,"2,198",2.2%,
Status,Non-Resident Tuition,32,-13.5%,5,-16.7%,7,0.0%,6,-14.3%,50,-12.3%,
,Tuition  Exemption/Waiver,32,33.3%,21,61.5%,39,-2.5%,21,40.0%,113,22.8%,
Residency,Texas Resident,"1,657",2.9%,39,-17.0%,32,6.7%,474,1.7%,"2,202",2.3%,
Status,"Non-TX, US Resident",55,7.8%,8,33.3%,12,-36.8%,27,22.7%,102,4.1%,
,"Non-TX, Non-US Resident",8,-11.1%,16,45.5%,33,17.9%,,,57,18.8%,
SCH,< 6 SCH,18,157.1%,15,7.1%,12,-20.0%,,,45,25.0%,
Categories,6-8 SCH,34,13.3%,6,-25.0%,4,-20.0%,,,44,2.3%,
,9-11 SCH,76,2.7%,40,-4.8%,58,5.5%,,,174,1.8%,
,12-14 SCH,"1,103",1.5%,2,100.0%,3,100.0%,,,"1,108",1.9%,
,15-17 SCH,465,2.9%,,,0,-100.0%,0,-100.0%,465,-2.7%,
,>17 SCH,24,20.0%,,,,,501,8.0%,525,8.5%,
Ft/Pt:,Less Than Half Time,17,142.9%,7,40.0%,9,-30.8%,,,33,32.0%,
"TAMU
Status","Half-Time
Three-Quarter Time","34
76","17.2%
4.1%",14,-17.6%,7,0.0%,,,"55
76","3.8%
4.1%",
,Full-Time,"1,593",2.0%,42,0.0%,61,7.0%,501,2.7%,"2,197",2.3%,
"Prepared by OISP, 05 May 04",,,,,,,,,,,,
