Spring 2004,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering       AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN SENG",,"157
201
76
119
117
96
74
136
107
245
4
257
129
189
548
137
303
4
168
158
5
113
313
30
110
9
297
559
44
95
24
76
152
59
137
8
16
2","6.8%
-6.1%
5.6%
2.6%
5.4%
-25.0%
-22.1%
-14.5%
-4.5%
1.7%
33.3%
-13.5%
-11.6%
-3.1%
1.3%
-8.7%
-7.6%
300.0%
-24.0%
39.8%
25.0%
-5.8%
-11.8%
-18.9%
-6.0%
12.5%
7.6%
-5.4%
25.7%
15.9%
4.3%
18.8%
22.6%
-7.8%
8.7%
166.7%
-23.8%
-50.0%","6
1
2
7
3
4
4
5
1
10
12
5
5
13
8
14
1
2
13
5
1
1
2
5
9
3
4
9
1
1
2
3
3
11
1
2","50.0%
-50.0%
-77.8%
16.7%
0.0%
0.0%
33.3%
-44.4%
-80.0%
0.0%
20.0%
66.7%
66.7%
-7.1%
0.0%
-22.2%
0.0%
0.0%
-27.8%
-16.7%
0.0%
-50.0%
-80.0%
150.0%
-35.7%
0.0%
33.3%
28.6%
0.0%
-50.0%
-60.0%
50.0%
100.0%
0.0%
100.0%
100.0%","24
24
13
14
12
7
16
15
14
32
26
15
17
73
15
38
1
1
31
15
1
9
25
5
27
24
55
4
13
1
12
20
11
65
4
1
1","140.0%
-27.3%
-27.8%
27.3%
50.0%
-46.2%
-20.0%
7.1%
-22.2%
33.3%
-7.1%
7.1%
13.3%
-7.6%
-48.3%
2.7%
100.0%
100.0%
-32.6%
-31.8%
100.0%
0.0%
-34.2%
-37.5%
-3.6%
-4.0%
19.6%
-33.3%
44.4%
100.0%
33.3%
5.3%
22.2%
1.6%
100.0%
-75.0%
-50.0%","6
9
17
14
8
11
9
23
4
24
1
30
4
6
20
12
58
1
13
15
0
2
11
3
20
7
18
3
7
1
7
8
2
8
1
1","0.0%
12.5%
21.4%
-22.2%
-11.1%
-47.6%
-30.8%
-17.9%
-50.0%
-7.7%
0.0%
-14.3%
-60.0%
20.0%
0.0%
-29.4%
0.0%
0.0%
-48.0%
87.5%
-100.0%
-50.0%
-31.3%
50.0%
42.9%
-22.2%
-28.0%
0.0%
16.7%
0.0%
75.0%
100.0%
-33.3%
-33.3%
0.0%
-50.0%","1
2
3
1
0
1
2
1
1
0
1
0
1
4
1
0
0
2
0
2","0.0%
100.0%
0.0%
0.0%
-100.0%
100.0%
-33.3%
-66.7%
0.0%
-100.0%
100.0%
-100.0%
-50.0%
100.0%
0.0%
-100.0%
-100.0%
100.0%
-100.0%
100.0%","1
66
2
48
9
21
9
40
6
108
31
205
7
1
205
24
294
5
3
5
7
5
2
3
9
170
8
5
278
1
34
35
113
8
3
2
1","-50.0%
-8.3%
100.0%
-4.0%
0.0%
-12.5%
-35.7%
33.3%
50.0%
-1.8%
0.0%
2.5%
-61.1%
-50.0%
19.2%
26.3%
10.1%
66.7%
50.0%
-16.7%
-12.5%
0.0%
100.0%
-40.0%
-30.8%
-28.0%
-11.1%
-37.5%
-3.5%
100.0%
-8.1%
0.0%
-15.7%
14.3%
100.0%
100.0%
0.0%","4
1
3
1
2
1
0
5
6
1
0
11
2
2
2
3
3
3
2
8
2
4
0
1
4
0
4","-20.0%
0.0%
50.0%
0.0%
-50.0%
100.0%
-100.0%
-16.7%
0.0%
0.0%
-100.0%
-15.4%
0.0%
-60.0%
0.0%
50.0%
-50.0%
-62.5%
-33.3%
14.3%
-33.3%
-33.3%
-100.0%
100.0%
-20.0%
-100.0%
33.3%","194
305
112
207
150
141
115
221
132
424
36
536
161
219
872
198
709
8
10
233
204
12
127
358
52
339
20
340
931
55
155
26
133
302
83
230
16
21
3","14.8%
-8.7%
-2.6%
1.5%
6.4%
-27.3%
-22.3%
-8.3%
-12.0%
1.7%
2.9%
-7.1%
-16.1%
-0.9%
3.6%
-12.0%
-0.6%
60.0%
100.0%
-27.4%
27.5%
9.1%
-7.3%
-16.7%
-16.1%
-18.9%
0.0%
4.3%
-3.6%
14.6%
8.4%
0.0%
12.7%
4.5%
-2.4%
6.0%
300.0%
-25.0%
-50.0%",
,Subtotal,"5,274",-3.1%,179,-10.9%,681,-4.8%,384,-12.3%,23,-11.5%,"1,774",-2.6%,75,-22.7%,"8,390",-4.0%,
G. Bush,BUSH,53,-3.6%,2,0.0%,3,-50.0%,1,100.0%,0,-100.0%,4,100.0%,0,-100.0%,63,-7.4%,
School of,INTA,67,76.3%,4,300.0%,9,-10.0%,2,-33.3%,0,-100.0%,4,33.3%,2,100.0%,88,54.4%,
Govt,Subtotal,120,29.0%,6,100.0%,12,-25.0%,3,0.0%,0,-100.0%,8,60.0%,2,-33.3%,151,20.8%,
"Prepared by OISP, 05 May 04",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
