Fall 2003,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,"36,066",-1.9%,"5,014",4.0%,"3,229",7.9%,504,2.2%,"44,813",-0.6%,
Gender,Female,"17,709",-1.8%,"2,043",4.5%,"1,201",9.7%,365,3.4%,"21,318",-0.6%,
,Male,"18,357",-2.0%,"2,971",3.6%,"2,028",6.8%,139,-0.7%,"23,495",-0.6%,
Ethnicity,White,"29,716",-2.0%,"2,751",9.7%,"1,299",1.2%,448,0.9%,"34,214",-1.0%,
,Black,854,-3.3%,96,23.1%,100,14.9%,1,100.0%,"1,051",0.3%,
,Hispanic,"3,364",1.9%,276,12.2%,151,7.1%,34,36.0%,"3,825",3.0%,
,Asian,"1,126",-4.3%,118,12.4%,57,7.5%,10,-28.6%,"1,311",-2.8%,
,American Indian,179,-5.3%,7,-36.4%,11,22.2%,2,0.0%,199,-5.7%,
,International,520,5.5%,"1,688",-6.0%,"1,580",13.6%,,,"3,788",3.0%,
,Unknown/Other,307,-26.7%,78,-1.3%,31,6.9%,9,12.5%,425,-20.6%,
TAMU Age,<18,77,-2.5%,,,,,,,77,-2.5%,
Categories,18-21,"25,430",-1.5%,74,2.8%,4,33.3%,24,-14.3%,"25,532",-1.5%,
,22-25,"9,594",-2.8%,"2,639",6.0%,248,9.3%,290,5.5%,"12,771",-0.7%,
,26-30,623,-4.2%,"1,326",4.7%,"1,204",12.2%,130,-0.8%,"3,283",5.2%,
,31-39,223,-11.5%,624,-4.6%,"1,191",3.4%,50,4.2%,"2,088",-0.9%,
,40+,119,19.0%,351,3.2%,582,8.2%,10,-9.1%,"1,062",7.4%,
Enrollment,1st Time in College,"6,726",-3.2%,,,,,,,"6,726",-3.2%,
Status,1st Time PB,16,-15.8%,298,18.3%,,,,,314,15.9%,
,1st Time Graduate,,,"1,861",0.9%,366,-3.4%,,,"2,227",0.2%,
,1st Time Professional,,,,,,,134,0.0%,134,0.0%,
,1st Time Transfer,"1,708",-3.4%,0,-100.0%,,,,,"1,708",-3.4%,
,Readmitted,476,1.7%,17,-5.6%,9,-40.0%,,,502,0.2%,
,Continuing,"27,140",-1.6%,"2,838",4.8%,"2,854",9.8%,370,3.1%,"33,202",-0.1%,
Tuition,Resident Tuition,"34,249",-2.0%,"2,532",9.1%,"1,167",6.2%,477,1.1%,"38,425",-1.1%,
Status,Non-Resident Tuition,"1,050",0.8%,789,9.1%,434,3.6%,5,0.0%,"2,278",4.1%,
,Tuition  Exemption/Waiver,767,-1.3%,"1,693",-4.8%,"1,628",10.4%,22,37.5%,"4,110",1.6%,
Residency,Texas Resident,"34,306",-2.1%,"2,558",9.1%,"1,170",5.7%,477,1.3%,"38,511",-1.1%,
Status,"Non-TX, US Resident","1,222",-2.7%,751,10.3%,470,-3.5%,27,22.7%,"2,470",1.0%,
,"Non-TX, Non-US Resident",538,9.1%,"1,705",-5.1%,"1,589",13.6%,,,"3,832",3.9%,
SCH,< 6 SCH,867,-3.6%,759,12.9%,757,-1.3%,,,"2,383",1.9%,
Categories,6-8 SCH,"1,060",19.1%,394,7.9%,186,12.7%,,,"1,640",15.5%,
,9-11 SCH,"1,748",0.5%,"2,703",0.3%,"2,155",11.4%,,,"6,606",3.7%,
,12-14 SCH,"22,698",-2.5%,766,8.2%,116,-0.9%,,,"23,580",-2.2%,
,15-17 SCH,"9,152",-2.7%,295,15.7%,13,44.4%,0,-100.0%,"9,460",-2.2%,
,>17 SCH,541,-3.4%,97,-23.6%,2,100.0%,504,2.4%,"1,144",-3.0%,
Ft/Pt:,Less Than Half Time,741,-5.6%,647,11.7%,638,-2.3%,,,"2,026",0.4%,
"TAMU
Status","Half-Time
Three-Quarter Time","850
1,657","13.8%
4.3%",491,7.9%,293,5.4%,,,"1,634
1,657","10.4%
4.3%",
,Full-Time,"32,818",-2.5%,"3,876",2.3%,"2,298",11.4%,504,2.2%,"39,496",-1.3%,
"Prepared by OISP, 08 Mar 04",,,,,,,,,,,,
