Fall 2003,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,27,17.4%,84,55.6%,2,100.0%,,,113,46.8%,
Gender,Female,10,25.0%,44,46.7%,,,,,54,42.1%,
,Male,17,13.3%,40,66.7%,2,100.0%,,,59,51.3%,
Ethnicity,White,,,25,25.0%,,,,,25,25.0%,
,Black,,,2,0.0%,,,,,2,0.0%,
,Hispanic,,,6,20.0%,,,,,6,20.0%,
,Asian,,,6,200.0%,,,,,6,200.0%,
,American Indian,,,,,,,,,,,
,International,27,17.4%,42,68.0%,2,100.0%,,,71,47.9%,
,Unknown/Other,,,3,100.0%,,,,,3,100.0%,
TAMU Age,<18,,,,,,,,,,,
Categories,18-21,12,50.0%,1,-50.0%,,,,,13,30.0%,
,22-25,13,-7.1%,38,35.7%,,,,,51,21.4%,
,26-30,2,100.0%,30,200.0%,2,100.0%,,,34,209.1%,
,31-39,,,11,22.2%,,,,,11,22.2%,
,40+,,,4,-20.0%,,,,,4,-20.0%,
Enrollment,1st Time in College,,,,,,,,,,,
Status,1st Time PB,,,46,27.8%,,,,,46,27.8%,
,1st Time Graduate,,,10,100.0%,,,,,10,100.0%,
,1st Time Professional,,,,,,,,,,,
,1st Time Transfer,,,,,,,,,,,
,Readmitted,,,,,,,,,,,
,Continuing,27,17.4%,28,115.4%,2,100.0%,,,57,58.3%,
Tuition,Resident Tuition,,,35,34.6%,,,,,35,34.6%,
Status,Non-Resident Tuition,27,17.4%,26,44.4%,,,,,53,29.3%,
,Tuition  Exemption/Waiver,,,23,130.0%,2,100.0%,,,25,150.0%,
Residency,Texas Resident,,,37,37.0%,,,,,37,37.0%,
Status,"Non-TX, US Resident",,,5,25.0%,,,,,5,25.0%,
,"Non-TX, Non-US Resident",27,17.4%,42,82.6%,2,100.0%,,,71,54.3%,
SCH,< 6 SCH,,,41,86.4%,,,,,41,86.4%,
Categories,6-8 SCH,,,7,40.0%,,,,,7,40.0%,
,9-11 SCH,,,13,62.5%,2,100.0%,,,15,87.5%,
,12-14 SCH,16,0.0%,20,25.0%,,,,,36,12.5%,
,15-17 SCH,10,42.9%,3,0.0%,,,,,13,30.0%,
,>17 SCH,1,100.0%,,,,,,,1,100.0%,
Ft/Pt:,Less Than Half Time,,,40,90.5%,,,,,40,90.5%,
"TAMU
Status","Half-Time
Three-Quarter Time",,,8,33.3%,,,,,8,33.3%,
,Full-Time,27,17.4%,36,33.3%,2,100.0%,,,65,30.0%,
"Prepared by OISP, 08 Mar 04",,,,,,,,,,,,
