Spring 2007,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,"1,351",5.5%,346,10.9%,81,-19.0%,,,"1,778",5.0%,
Gender,Female,403,10.7%,131,18.0%,29,-14.7%,,,563,10.6%,
,Male,948,3.4%,215,7.0%,52,-21.2%,,,"1,215",2.6%,
Ethnicity,White,"1,105",3.3%,168,5.7%,22,-8.3%,,,"1,295",3.4%,
,Black,18,28.6%,12,33.3%,1,0.0%,,,31,29.2%,
,Hispanic,162,11.7%,19,-13.6%,3,0.0%,,,184,8.2%,
,Asian,44,37.5%,13,-13.3%,2,0.0%,,,59,20.4%,
,American Indian,7,40.0%,1,100.0%,1,100.0%,,,9,80.0%,
,International,10,0.0%,127,24.5%,52,-23.5%,,,189,5.0%,
,Unknown/Other,5,0.0%,6,20.0%,0,-100.0%,,,11,-8.3%,
TAMU Age,<18,,,,,,,,,,,
Categories,18-21,597,2.8%,,,,,,,597,2.8%,
,22-25,683,7.1%,128,23.1%,0,-100.0%,,,811,9.2%,
,26-30,49,8.9%,145,2.8%,19,-5.0%,,,213,3.4%,
,31-39,18,63.6%,62,8.8%,46,-16.4%,,,126,2.4%,
,40+,4,-33.3%,11,10.0%,16,-33.3%,,,31,-22.5%,
Enrollment,1st Time in College,1,-75.0%,,,,,,,1,-75.0%,
Status,1st Time PB,,,2,-33.3%,,,,,2,-33.3%,
,1st Time Graduate,,,16,60.0%,1,0.0%,,,17,54.5%,
,1st Time Transfer,32,-11.1%,,,,,,,32,-11.1%,
,Readmitted,10,66.7%,3,200.0%,,,,,13,85.7%,
,Continuing,"1,308",5.9%,325,9.1%,80,-19.2%,,,"1,713",5.0%,
Tuition,Resident Tuition,"1,289",4.8%,177,6.0%,25,-3.8%,,,"1,491",4.8%,
Status,Non-Resident Tuition,26,30.0%,32,60.0%,12,-40.0%,,,70,16.7%,
,Tuition Exemption/Waiver,36,16.1%,137,9.6%,44,-18.5%,,,217,3.3%,
Residency,Texas Resident,"1,303",5.0%,180,4.7%,25,-13.8%,,,"1,508",4.6%,
Status,"Non-TX, US Resident",37,23.3%,36,-5.3%,4,33.3%,,,77,8.5%,
,"Non-TX, Non-US Resident",11,10.0%,130,27.5%,52,-23.5%,,,193,7.2%,
SCH,< 6 SCH,19,137.5%,30,-18.9%,21,-30.0%,,,70,-6.7%,
Categories,6-8 SCH,102,-10.5%,17,-5.6%,2,0.0%,,,121,-9.7%,
,9-11 SCH,81,17.4%,142,21.4%,57,-12.3%,,,280,11.6%,
,12-14 SCH,638,6.5%,110,19.6%,1,-50.0%,,,749,8.1%,
,15-17 SCH,442,2.3%,45,-6.3%,0,-100.0%,,,487,1.2%,
,>17 SCH,69,16.9%,2,100.0%,,,,,71,20.3%,
Ft/Pt:,Less Than Half Time,19,137.5%,23,-17.9%,18,-30.8%,,,60,-3.2%,
"TAMU
Status","Half-Time
Three-Quarter Time","29
72","-74.6%
9.1%",18,-30.8%,2,-66.7%,,,"49
72","-66.4%
9.1%",
,Full-Time,"1,231",12.6%,305,18.2%,61,-10.3%,,,"1,597",12.5%,
"Prepared by OISP, 12 Apr 07",,,,,,,,,,,,
