Spring 2007,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering       AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG",,"213
233
118
131
92
95
54
60
187
237
1
193
112
173
535
145
269
2
164
112
10
131
313
91
177
4
319
579
51
121
48
99
198
171
8
11
1","15.8%
5.4%
6.3%
0.0%
-7.1%
23.4%
-16.9%
-24.1%
61.2%
9.2%
-50.0%
-11.5%
30.2%
0.6%
-9.5%
-18.5%
4.7%
100.0%
-11.4%
34.9%
25.0%
19.1%
-2.5%
49.2%
25.5%
0.0%
-6.5%
2.7%
6.3%
16.3%
71.4%
13.8%
11.2%
85.9%
60.0%
-21.4%
100.0%","7
6
12
2
10
4
8
2
11
10
9
6
3
8
22
13
4
4
1
2
13
4
10
2
5
22
6
1
2
2
12
2","-12.5%
100.0%
33.3%
-33.3%
233.3%
100.0%
-20.0%
100.0%
0.0%
-9.1%
-25.0%
-14.3%
-40.0%
-11.1%
144.4%
0.0%
0.0%
0.0%
0.0%
-50.0%
0.0%
-50.0%
-41.2%
100.0%
-58.3%
-8.3%
500.0%
100.0%
100.0%
0.0%
0.0%
-66.7%","64
31
21
20
30
9
12
14
46
37
16
21
45
72
48
43
0
21
27
1
14
27
22
48
53
75
8
10
5
19
28
24
5
3","73.0%
3.3%
-16.0%
-9.1%
76.5%
12.5%
-25.0%
27.3%
27.8%
37.0%
-5.9%
16.7%
-16.7%
18.0%
20.0%
16.2%
-100.0%
-4.5%
50.0%
0.0%
250.0%
3.8%
100.0%
26.3%
1.9%
8.7%
100.0%
0.0%
-16.7%
111.1%
12.0%
41.2%
66.7%
0.0%","11
9
22
27
11
7
11
11
15
19
1
17
5
5
25
26
27
6
9
2
16
7
10
14
32
0
9
3
7
18
7
2
2","83.3%
12.5%
29.4%
3.8%
22.2%
-46.2%
266.7%
22.2%
150.0%
35.7%
100.0%
21.4%
-16.7%
-16.7%
-3.8%
85.7%
-27.0%
-40.0%
12.5%
100.0%
128.6%
600.0%
-23.1%
0.0%
18.5%
-100.0%
12.5%
0.0%
0.0%
50.0%
16.7%
100.0%
-33.3%","2
0
1
0
3
2
1
2
1
3
0
0
1
0
1
2
3
4
1
0
1
1
0
1","100.0%
-100.0%
100.0%
-100.0%
50.0%
100.0%
100.0%
100.0%
100.0%
0.0%
-100.0%
-100.0%
-50.0%
-100.0%
100.0%
0.0%
-50.0%
-20.0%
100.0%
-100.0%
100.0%
100.0%
-100.0%
0.0%","7
61
8
41
2
46
3
44
16
120
7
143
4
2
172
11
306
7
0
3
4
2
1
3
11
118
0
7
237
1
22
0
30
159
31
0","250.0%
-10.3%
14.3%
-2.4%
-50.0%
39.4%
0.0%
7.3%
128.6%
13.2%
-41.7%
3.6%
100.0%
100.0%
7.5%
-15.4%
8.5%
-36.4%
-100.0%
200.0%
33.3%
-33.3%
0.0%
-25.0%
175.0%
1.7%
-100.0%
-22.2%
18.5%
-66.7%
-12.0%
-100.0%
-6.3%
7.4%
287.5%
-100.0%","1
0
1
2
1
1
2
1
1
1
0
1
1
1
3
1
6
2
1
0
3
1
0","0.0%
-100.0%
100.0%
0.0%
100.0%
100.0%
100.0%
0.0%
-66.7%
0.0%
-100.0%
100.0%
-75.0%
-75.0%
100.0%
100.0%
-25.0%
100.0%
-50.0%
-100.0%
-25.0%
100.0%
-100.0%","303
340
184
223
147
161
89
131
280
426
9
380
151
229
815
252
659
9
0
200
156
14
151
375
138
363
6
402
955
69
164
59
158
418
237
15
16
1","27.3%
2.7%
8.2%
-1.8%
11.4%
20.1%
-8.2%
-7.1%
56.4%
13.0%
-35.7%
-5.5%
28.0%
-3.4%
-4.3%
-1.2%
5.1%
-30.8%
-100.0%
-12.3%
33.3%
7.7%
25.8%
-0.5%
62.4%
11.7%
0.0%
-7.4%
6.5%
16.9%
9.3%
51.3%
14.5%
9.7%
82.3%
87.5%
-27.3%
100.0%",
,Subtotal,"5,458",5.4%,225,0.0%,919,18.6%,393,16.6%,30,-3.2%,"1,629",9.2%,31,-13.9%,"8,685",7.6%,
G. Bush,BUSH,43,13.2%,3,-25.0%,10,0.0%,0,-100.0%,1,0.0%,7,-12.5%,0,-100.0%,63,3.3%,
School of,CAIA,43,38.7%,1,100.0%,5,66.7%,,,,,1,0.0%,1,0.0%,51,37.8%,
Govt,CHLS,23,76.9%,,,1,100.0%,,,,,,,,,25,78.6%,
,INTA,57,-14.9%,2,-50.0%,4,-55.6%,4,100.0%,1,100.0%,5,0.0%,,,73,-16.1%,
,Subtotal,166,11.4%,6,-25.0%,20,-9.1%,4,33.3%,2,100.0%,13,-7.1%,1,-50.0%,212,6.5%,
"Prepared by OISP, 12 Apr 07",,,,,,,,,,,,,,,,,,
