Ethnicity American Indian Only (NEW),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity Fall 2010,,,,,,,,,,,,,,,,
Fall 2010,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Business Admin,ACCT,,,,3,,3,,1,1,,,,,4,
,AGBU,,,,,,,,,,,,,,,
,BHNR,,,,1,,1,,,,,,,,1,
,BUAD,,2,,,,2,,,,,,,,2,
,BUAG,,,,,,,,,,,,,,,
,EMBA,,,,,,,,1,1,,,,,1,
,FINC,,,,3,,3,,,,,,,,3,
,INFO,,,,,,,,,,,,,,,
,MGMT,,,,1,,1,,,,,,,,1,
,MISY,,,,,,,,,,,,,,,
,MKTG,,,,2,,2,,,,,,,,2,
,MLER,,,,,,,,1,1,,,,,1,
,USBU,,,,,,,,,,,,,,,
,Subtotal,,2,,10,,12,,3,3,,,,,15,
Education,BIED,,,,,,,,,,,,,,,
,CPSY,,,,,,,,,,,,,,,
,EDAD,,,,,,,,,,1,1,,,1,
,EDCI,,,,,,,,1,1,2,2,,,3,
,EDHL,,,,1,,1,,,,,,,,1,
,EDIS,,,1,1,,2,,,,,,,,2,
,EDKI,,,1,1,,2,,,,,,,,2,
,EDSM,,,,,,,,,,,,,,,
,EDTC,,,,,,,,,,,,,,,
,EHRD,,,,,,,,,,,,,,,
,EPSY,,,,,,,,,,,,,,,
,HEED,,,,,,,,1,1,,,,,1,
,HLTH,,,,4,,4,,,,,,,,4,
,HRDL,,,,,,,,,,,,,,,
,HRDV,,,,,,,,,,,,,,,
,INST,,,,2,,2,,,,,,,,2,
,ISNC,,,,,,,,,,,,,,,
,KINE,,,1,1,,2,,,,,,,,2,
,NUTR,,,,,,,,,,,,,,,
,PHED,,,,,,,,,,,,,,,
,SPED,,,,,,,,,,,,,,,
,SPMT,,,,,,,,,,,,,,,
,SPSY,,,,,,,,,,,,,,,
,TCMG,,,,,,,,,,,,,,,
,TCML,,,,1,,1,,,,,,,,1,
