Ethnicity Native Hawaii Only (New),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity Fall 2010,,,,,,,,,,,,,,,,
Fall 2010,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Agriculture,PSSC,,,,,,,,,,,,,,,
,RENR,,,,,,,,,,,,,,,
,RLEM,,,,,,,,,,,,,,,
,RPTS,,,,,,,,,,,,,,,
,RRDV,,,,,,,,,,,,,,,
,SOSC,,,,,,,,,,,,,,,
,SPSA,,,,,,,,,,,,,,,
,TOXI,,,,,,,,,,,,,,,
,USAL,,,,,,,,,,,,,,,
,WFSC,,,,,,,,,,,,,,,
,WISC,,,,,,,,,,,,,,,
,WMHS,,,,,,,,,,,,,,,
,Subtotal,,1,,1,,2,,,,1,1,,,3,
Architecture,ARCH,,,,,,,,,,,,,,,
,COMG,,,,,,,,,,,,,,,
,COSC,,,,,,,,,,,,,,,
,COSL,,,,,,,,,,,,,,,
,ENDL,,,,,,,,,,,,,,,
,ENDS,,,,,,,,,,,,,,,
,LAND,,,,,,,,,,,,,,,
,LANL,,,,,,,,,,,,,,,
,LDEV,,,,,,,,,,,,,,,
,URPL,,,,,,,,,,,,,,,
,URSC,,,,,,,,,,,,,,,
,USAR,,,,,,,,,,,,,,,
,VISL,,,,,,,,,,,,,,,
,VIST,,,,,,,,,,,,,,,
,Subtotal,,,,,,,,,,,,,,,
"Prepared by OISP, 23 Nov 10",,,,,,,,,,,,,,,,
