Ethnicity American Indian Only (NEW),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity Fall 2010,,,,,,,,,,,,,,,,
Fall 2010,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Education,USEH,,,,,,,,,,,,,,,
,Subtotal,,,3,11,,14,,2,2,3,3,,,19,
Engineering,AERL,2,1,,,,3,,,,,,,,3,
,AERO,,,,1,,1,,,,,,,,1,
,BIOT,,,,,,,,,,,,,,,
,BMEL,1,,,,,1,,,,,,,,1,
,BMEN,,,,,,,,,,,,,,,
,CECL,1,,,,,1,,,,,,,,1,
,CECN,,,,1,,1,,,,,,,,1,
,CEEL,,,,,,,,,,,,,,,
,CEEN,,,,,,,,,,,,,,,
,CHEL,,1,,,,1,,,,,,,,1,
,CHEN,,,,1,,1,,,,,,,,1,
,CPSC,,,1,,,1,,,,,,,,1,
,CPSL,,,,,,,,,,,,,,,
,CVEL,,,,,,,,,,,,,,,
,CVEN,,,,2,,2,,,,,,,,2,
,ELEL,,2,,,,2,,,,,,,,2,
,ELEN,,,,1,,1,,,,,,,,1,
,ENGR,,,,,,,,,,,,,,,
,ENSM,,,,,,,,,,,,,,,
,ENTC,,,,,,,,,,,,,,,
,ENTL,,,,,,,,,,,,,,,
,HLPH,,,,,,,,,,,,,,,
,IDIL,1,,,,,1,,,,,,,,1,
,IDIS,,,,1,,1,,,,,,,,1,
,INEL,,1,,,,1,,,,,,,,1,
,INEN,,,,,,,,,,,,,,,
,ITDE,,,,,,,,,,,,,,,
,MEEL,,,,,,,,,,,,,,,
,MEEN,,1,,5,,6,,,,1,1,,,7,
,MSEN,,,,,,,,,,,,,,,
,NUEL,,2,,,,2,,,,,,,,2,
,NUEN,,,,,,,,,,,,,,,
,OCEL,,,,,,,,,,,,,,,
,OCEN,,,,,,,,,,,,,,,
,PETE,,,,,,,,,,,,,,,
,PETL,,1,,,,1,,,,,,,,1,
,RHEL,,,,,,,,,,,,,,,
