Ethnicity Native Hawaii Only (New),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity Fall 2010,,,,,,,,,,,,,,,,
Fall 2010,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Education,USEH,,,,,,,,,,,,,,,
,Subtotal,,,,1,,1,,,,,,,,1,
Engineering,AERL,,1,,,,1,,,,,,,,1,
,AERO,,,,,,,,,,,,,,,
,BIOT,,,,,,,,,,,,,,,
,BMEL,,1,,,,1,,,,,,,,1,
,BMEN,,,,,,,,,,,,,,,
,CECL,,,,,,,,,,,,,,,
,CECN,,,,,,,,,,,,,,,
,CEEL,,,,,,,,,,,,,,,
,CEEN,,,1,,,1,,,,,,,,1,
,CHEL,1,,,,,1,,,,,,,,1,
,CHEN,,1,,,,1,,,,,,,,1,
,CPSC,,,,,,,,1,1,,,,,1,
,CPSL,,,,,,,,,,,,,,,
,CVEL,,,,,,,,,,,,,,,
,CVEN,,,1,,,1,,,,,,,,1,
,ELEL,1,,,,,1,,,,,,,,1,
,ELEN,,,1,1,,2,,,,,,,,2,
,ENGR,,,,,,,,,,,,,,,
,ENSM,,,,,,,,,,,,,,,
,ENTC,,,,1,,1,,,,,,,,1,
,ENTL,,,,,,,,,,,,,,,
,HLPH,,,,,,,,,,,,,,,
,IDIL,,,,,,,,,,,,,,,
,IDIS,,,,,,,,,,,,,,,
,INEL,,1,,,,1,,,,,,,,1,
,INEN,,,,,,,,,,,,,,,
,ITDE,,,,,,,,,,,,,,,
,MEEL,,,,,,,,,,,,,,,
,MEEN,,,,2,,2,,,,,,,,2,
,MSEN,,,,,,,,,,,,,,,
,NUEL,,,,,,,,,,,,,,,
,NUEN,,,,,,,,,,,,,,,
,OCEL,,,,,,,,,,,,,,,
,OCEN,,1,,,,1,,,,,,,,1,
,PETE,,,,,,,,,,,,,,,
,PETL,,,,,,,,,,,,,,,
,RHEL,,,,,,,,,,,,,,,
