Ethnicity Native Hawaii Only (New),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity Fall 2010,,,,,,,,,,,,,,,,
Fall 2010,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Business Admin,ACCT,,,,,,,,1,1,,,,,1,
,AGBU,,,,,,,,,,,,,,,
,BHNR,,,,,,,,,,,,,,,
,BUAD,3,1,,,,4,,,,,,,,4,
,BUAG,,,,,,,,,,,,,,,
,EMBA,,,,,,,,,,,,,,,
,FINC,,,,1,,1,,,,,,,,1,
,INFO,,,1,,,1,,,,,,,,1,
,MGMT,,,,1,,1,,,,,,,,1,
,MISY,,,,,,,,,,,,,,,
,MKTG,,,,,,,,,,,,,,,
,MLER,,,,,,,,,,,,,,,
,USBU,,,1,,,1,,,,,,,,1,
,Subtotal,3,1,2,2,,8,,1,1,,,,,9,
Education,BIED,,,,,,,,,,,,,,,
,CPSY,,,,,,,,,,,,,,,
,EDAD,,,,,,,,,,,,,,,
,EDCI,,,,,,,,,,,,,,,
,EDHL,,,,,,,,,,,,,,,
,EDIS,,,,1,,1,,,,,,,,1,
,EDKI,,,,,,,,,,,,,,,
,EDSM,,,,,,,,,,,,,,,
,EDTC,,,,,,,,,,,,,,,
,EHRD,,,,,,,,,,,,,,,
,EPSY,,,,,,,,,,,,,,,
,HEED,,,,,,,,,,,,,,,
,HLTH,,,,,,,,,,,,,,,
,HRDL,,,,,,,,,,,,,,,
,HRDV,,,,,,,,,,,,,,,
,INST,,,,,,,,,,,,,,,
,ISNC,,,,,,,,,,,,,,,
,KINE,,,,,,,,,,,,,,,
,NUTR,,,,,,,,,,,,,,,
,PHED,,,,,,,,,,,,,,,
,SPED,,,,,,,,,,,,,,,
,SPMT,,,,,,,,,,,,,,,
,SPSY,,,,,,,,,,,,,,,
,TCMG,,,,,,,,,,,,,,,
,TCML,,,,,,,,,,,,,,,
