Summer 2006,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,,,42,-59.2%,,,,,42,-59.2%,
Gender,Female,,,16,-64.4%,,,,,16,-64.4%,
,Male,,,26,-55.2%,,,,,26,-55.2%,
Ethnicity,White,,,28,-64.6%,,,,,28,-64.6%,
,Black,,,3,0.0%,,,,,3,0.0%,
,Hispanic,,,8,-38.5%,,,,,8,-38.5%,
,Asian,,,1,0.0%,,,,,1,0.0%,
,American Indian,,,0,-100.0%,,,,,0,-100.0%,
,International,,,2,-60.0%,,,,,2,-60.0%,
,Unknown/Other,,,0,-100.0%,,,,,0,-100.0%,
TAMU Age,<18,,,,,,,,,,,
Categories,18-21,,,1,0.0%,,,,,1,0.0%,
,22-25,,,20,-59.2%,,,,,20,-59.2%,
,26-30,,,9,-71.0%,,,,,9,-71.0%,
,31-39,,,9,-35.7%,,,,,9,-35.7%,
,40+,,,3,-62.5%,,,,,3,-62.5%,
Enrollment,1st Time in College,,,,,,,,,,,
Status,1st Time PB,,,5,-50.0%,,,,,5,-50.0%,
,1st Time Graduate,,,0,-100.0%,,,,,0,-100.0%,
,1st Time Professional,,,,,,,,,,,
,1st Time Transfer,,,,,,,,,,,
,Readmitted,,,,,,,,,,,
,Continuing,,,37,-59.3%,,,,,37,-59.3%,
Tuition,Resident Tuition,,,32,-58.4%,,,,,32,-58.4%,
Status,Non-Resident Tuition,,,3,0.0%,,,,,3,0.0%,
,Tuition  Exemption/Waiver,,,7,-69.6%,,,,,7,-69.6%,
Residency,Texas Resident,,,34,-56.4%,,,,,34,-56.4%,
Status,"Non-TX, US Resident",,,6,-66.7%,,,,,6,-66.7%,
,"Non-TX, Non-US Resident",,,2,-71.4%,,,,,2,-71.4%,
SCH,< 6 SCH,,,29,-12.1%,,,,,29,-12.1%,
Categories,6-8 SCH,,,13,-78.7%,,,,,13,-78.7%,
,9-11 SCH,,,0,-100.0%,,,,,0,-100.0%,
,12-14 SCH,,,0,-100.0%,,,,,0,-100.0%,
,15-17 SCH,,,,,,,,,,,
,>17 SCH,,,,,,,,,,,
Ft/Pt:,Less Than Half Time,,,,,,,,,,,
"TAMU
Status","Half-Time
Three-Quarter Time",,,15,1400.0%,,,,,15,1400.0%,
,Full-Time,,,27,-73.5%,,,,,27,-73.5%,
"Prepared by OISP, 11 Aug 06",,,,,,,,,,,,
