Summer 2006,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering       AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG",,"33
102
23
65
15
30
8
30
30
92
0
96
19
18
249
30
119
3
0
55
25
5
43
121
19
78
3
50
244
11
35
5
47
43
24
1
7
0","32.0%
7.4%
76.9%
-4.4%
-28.6%
-11.8%
-20.0%
-34.8%
66.7%
7.0%
-100.0%
-14.3%
-13.6%
-5.3%
1.2%
-14.3%
33.7%
200.0%
-100.0%
-8.3%
-35.9%
0.0%
26.5%
34.4%
171.4%
32.2%
-40.0%
-15.3%
-10.6%
57.1%
-27.1%
-16.7%
30.6%
22.9%
100.0%
100.0%
-12.5%
-100.0%","0
2
1
1
2
2
4
0
3
5
5
2
0
4
6
10
0
0
0
1
3
7
3
9
1
3
12
1
2
6
1
1","-100.0%
0.0%
0.0%
-75.0%
100.0%
0.0%
0.0%
-100.0%
200.0%
0.0%
66.7%
100.0%
-100.0%
-20.0%
100.0%
100.0%
-100.0%
-100.0%
-100.0%
0.0%
-25.0%
600.0%
100.0%
0.0%
-50.0%
0.0%
140.0%
100.0%
-33.3%
100.0%
0.0%
100.0%","11
10
7
14
2
2
1
9
5
11
8
1
9
27
9
23
1
0
9
7
0
3
10
5
19
6
35
3
3
1
5
4
0
1
3","83.3%
-37.5%
133.3%
40.0%
0.0%
0.0%
-85.7%
28.6%
0.0%
22.2%
-20.0%
-66.7%
125.0%
-30.8%
0.0%
4.5%
100.0%
-100.0%
-25.0%
-30.0%
-100.0%
200.0%
0.0%
25.0%
46.2%
-40.0%
20.7%
200.0%
-62.5%
100.0%
25.0%
-55.6%
-100.0%
-50.0%
50.0%","2
3
3
17
3
3
3
8
2
6
1
8
2
1
15
5
11
3
3
1
1
5
1
11
1
2
1
3
5
1
1","100.0%
-40.0%
-25.0%
13.3%
200.0%
-25.0%
0.0%
-20.0%
-60.0%
-25.0%
100.0%
60.0%
100.0%
-66.7%
50.0%
0.0%
-56.0%
-25.0%
0.0%
100.0%
-66.7%
-28.6%
-75.0%
0.0%
0.0%
-50.0%
100.0%
0.0%
0.0%
100.0%
0.0%","1
1
1
0
1
1
0
0
0","100.0%
100.0%
-50.0%
-100.0%
100.0%
100.0%
-100.0%
-100.0%
-100.0%","1
43
2
25
2
28
2
25
4
90
7
100
120
2
172
5
2
3
4
0
3
3
75
1
8
126
3
20
1
25
107
9
1","100.0%
-17.3%
100.0%
-7.4%
100.0%
47.4%
100.0%
-16.7%
-33.3%
1.1%
-46.2%
-5.7%
2.6%
-71.4%
-2.8%
25.0%
100.0%
100.0%
300.0%
-100.0%
50.0%
100.0%
0.0%
-50.0%
300.0%
-19.7%
0.0%
-13.0%
100.0%
-13.8%
30.5%
80.0%
100.0%","1
3
0
0
2
0
10
3
0
0
1
1
5
0
1
0","0.0%
50.0%
-100.0%
-100.0%
0.0%
-100.0%
42.9%
-40.0%
-100.0%
-100.0%
-50.0%
0.0%
0.0%
-100.0%
0.0%
-100.0%","48
163
36
122
24
66
18
72
45
206
8
217
34
28
419
52
336
9
2
69
38
10
50
143
30
186
5
68
433
19
61
8
82
165
35
2
13
0","45.5%
-5.2%
63.6%
-3.2%
-7.7%
8.2%
-28.0%
-25.0%
28.6%
3.5%
-46.7%
-9.2%
3.0%
3.7%
-1.2%
-10.3%
3.4%
80.0%
-80.0%
-12.7%
-28.3%
25.0%
16.3%
33.6%
172.7%
14.1%
-44.4%
-12.8%
-10.2%
46.2%
-28.2%
33.3%
9.3%
23.1%
84.2%
0.0%
8.3%
-100.0%",
,Subtotal,"1,778",2.7%,97,29.3%,264,-2.9%,132,-11.4%,5,-28.6%,"1,019",-1.5%,27,-35.7%,"3,322",0.3%,
G. Bush,BUSH,4,-81.0%,1,0.0%,2,-66.7%,1,0.0%,0,-100.0%,1,-75.0%,0,-100.0%,8,-75.8%,
School of,CAIA,11,100.0%,,,2,100.0%,,,,,,,,,13,100.0%,
Govt,CHLS,4,100.0%,,,,,,,,,,,,,4,100.0%,
,INTA,9,-84.5%,2,0.0%,4,-42.9%,,,,,1,0.0%,,,17,-75.7%,
,Subtotal,28,-64.6%,3,0.0%,8,-38.5%,1,0.0%,0,-100.0%,2,-60.0%,0,-100.0%,42,-59.2%,
"Prepared by OISP, 11 Aug 06",,,,,,,,,,,,,,,,,,
