Summer 2006,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,"1,899",5.5%,414,-1.0%,509,1.0%,,,"2,822",3.7%,
Gender,Female,"1,410",4.8%,303,-3.2%,344,-1.7%,,,"2,057",2.4%,
,Male,489,7.5%,111,5.7%,165,7.1%,,,765,7.1%,
Ethnicity,White,"1,578",3.1%,311,0.0%,296,2.8%,,,"2,185",2.6%,
,Black,75,44.2%,25,-3.8%,54,-21.7%,,,154,4.8%,
,Hispanic,197,12.6%,40,-13.0%,90,8.4%,,,327,7.6%,
,Asian,34,36.0%,5,-28.6%,11,83.3%,,,50,31.6%,
,American Indian,6,-40.0%,,,2,0.0%,,,8,-33.3%,
,International,5,66.7%,27,28.6%,48,0.0%,,,80,11.1%,
,Unknown/Other,4,-20.0%,6,-14.3%,8,0.0%,,,18,-10.0%,
TAMU Age,<18,,,,,,,,,,,
Categories,18-21,789,8.1%,3,100.0%,,,,,792,8.5%,
,22-25,"1,013",2.5%,186,24.8%,17,-32.0%,,,"1,216",4.6%,
,26-30,58,9.4%,85,-28.0%,87,14.5%,,,230,-6.9%,
,31-39,25,8.7%,71,-1.4%,201,8.6%,,,297,6.1%,
,40+,14,133.3%,69,-12.7%,204,-6.4%,,,287,-5.3%,
Enrollment,1st Time in College,9,-18.2%,,,,,,,9,-18.2%,
Status,1st Time PB,,,7,-84.1%,,,,,7,-84.1%,
,1st Time Graduate,,,80,35.6%,9,-64.0%,,,89,6.0%,
,1st Time Professional,,,,,,,,,,,
,1st Time Transfer,49,4.3%,,,,,,,49,4.3%,
,Readmitted,15,36.4%,4,33.3%,2,0.0%,,,21,31.3%,
,Continuing,"1,826",5.5%,323,3.5%,498,4.4%,,,"2,647",5.0%,
Tuition,Resident Tuition,"1,851",5.5%,354,-2.7%,395,-5.3%,,,"2,600",2.5%,
Status,Non-Resident Tuition,19,-32.1%,27,35.0%,31,40.9%,,,77,10.0%,
,Tuition  Exemption/Waiver,29,70.6%,33,-2.9%,83,27.7%,,,145,25.0%,
Residency,Texas Resident,"1,862",6.0%,363,-1.6%,420,0.0%,,,"2,645",3.9%,
Status,"Non-TX, US Resident",33,-19.5%,24,-14.3%,41,13.9%,,,98,-6.7%,
,"Non-TX, Non-US Resident",4,33.3%,27,28.6%,48,0.0%,,,79,9.7%,
SCH,< 6 SCH,528,-3.5%,89,-21.9%,264,-12.6%,,,881,-8.5%,
Categories,6-8 SCH,625,0.2%,153,-1.3%,128,1.6%,,,906,0.1%,
,9-11 SCH,349,19.9%,125,6.8%,82,30.2%,,,556,18.0%,
,12-14 SCH,348,11.9%,41,51.9%,33,175.0%,,,422,20.6%,
,15-17 SCH,43,79.2%,6,50.0%,2,100.0%,,,51,75.9%,
,>17 SCH,6,100.0%,0,-100.0%,,,,,6,50.0%,
Ft/Pt:,Less Than Half Time,46,-35.2%,2,-33.3%,170,7.6%,,,218,-6.0%,
"TAMU
Status","Half-Time
Three-Quarter Time","579
2","2.7%
-75.0%",18,100.0%,36,260.0%,,,"633
2","10.3%
-75.0%",
,Full-Time,"1,272",9.9%,394,-5.1%,303,-9.8%,,,"1,969",3.2%,
"Prepared by OISP, 11 Aug 06",,,,,,,,,,,,
