Spring 2012,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total
,,Freshman,Sophomor e,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Profession al Veterinary,Total,
Education,BIED,,,,,,,,,,,,,,
,CPSY,,,,,,,,,,,,,,
,EDAD,,,,,,,,,,2,2,,,2
,EDCI,,,,,,,,1,1,1,1,,,2
,EDHL,,1,,,,1,,,,,,,,1
,EDIS,,,,,,,,,,,,,,
,EDKI,,1,,,,1,,,,,,,,1
,EDSM,,,,,,,,,,,,,,
,EDTC,,,,,,,,,,,,,,
,EHRD,,,,,,,,,,,,,,
,EPSY,,,,,,,,,,,,,,
,HEED,,,,,,,,,,,,,,
,HLTH,,,,,,,,,,,,,,
,HRDL,,,1,,,1,,,,,,,,1
,HRDV,,,,,,,,,,,,,,
,INST,,,,1,,1,,,,,,,,1
,KINE,,,,3,,3,,,,,,,,3
,NUTR,,,,,,,,,,,,,,
,PHED,,,,,,,,,,,,,,
,SPED,,,,,,,,,,,,,,
,SPMT,,,1,,,1,,,,,,,,1
,SPSY,,,,,,,,,,,,,,
,TCMG,,,,,,,,,,,,,,
,TCML,,,,,,,,,,,,,,
,TECR,,,,,1,1,,,,,,,,1
,USEH,,,,,,,,,,,,,,
,Subtotal,,2,2,4,1,9,,1,1,3,3,,,13
