Fall 2005,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,"4,116",6.4%,533,-10.7%,690,-1.1%,,,"5,339",3.4%,
Gender,Female,"3,184",3.2%,407,-10.9%,479,-2.0%,,,"4,070",0.9%,
,Male,932,19.2%,126,-10.0%,211,1.0%,,,"1,269",12.2%,
Ethnicity,White,"3,538",4.7%,398,-5.9%,388,-5.6%,,,"4,324",2.6%,
,Black,110,27.9%,35,-2.8%,95,4.4%,,,240,12.7%,
,Hispanic,381,21.7%,51,-36.3%,110,5.8%,,,542,9.1%,
,Asian,58,28.9%,3,-62.5%,12,71.4%,,,73,21.7%,
,American Indian,16,-20.0%,1,0.0%,3,200.0%,,,20,-9.1%,
,International,6,-53.8%,39,-7.1%,73,1.4%,,,118,-7.1%,
,Unknown/Other,7,-41.7%,6,-14.3%,9,-25.0%,,,22,-29.0%,
TAMU Age,<18,1,-50.0%,,,,,,,1,-50.0%,
Categories,18-21,"2,557",3.0%,6,500.0%,,,,,"2,563",3.2%,
,22-25,"1,423",11.6%,252,-4.2%,32,-8.6%,,,"1,707",8.5%,
,26-30,78,20.0%,123,-13.4%,113,0.9%,,,314,-1.6%,
,31-39,38,31.0%,79,-24.8%,245,5.6%,,,362,-1.1%,
,40+,19,26.7%,73,-15.1%,300,-6.0%,,,392,-6.7%,
Enrollment,1st Time in College,418,-1.4%,,,,,,,418,-1.4%,
Status,1st Time PB,1,0.0%,58,-34.1%,,,,,59,-33.7%,
,1st Time Graduate,,,204,10.9%,64,6.7%,,,268,9.8%,
,1st Time Professional,,,,,,,,,,,
,1st Time Transfer,293,8.5%,,,,,,,293,8.5%,
,Readmitted,56,47.4%,2,0.0%,7,133.3%,,,65,51.2%,
,Continuing,"3,348",6.8%,269,-16.7%,619,-2.5%,,,"4,236",3.5%,
Tuition,Resident Tuition,"4,008",5.9%,448,-12.3%,544,-5.9%,,,"5,000",2.6%,
Status,Non-Resident Tuition,55,12.2%,27,-6.9%,41,20.6%,,,123,9.8%,
,Tuition  Exemption/Waiver,53,55.9%,58,1.8%,105,22.1%,,,216,22.0%,
Residency,Texas Resident,"4,030",6.4%,454,-11.2%,568,-2.4%,,,"5,052",3.5%,
Status,"Non-TX, US Resident",80,15.9%,40,-9.1%,49,11.4%,,,169,7.6%,
,"Non-TX, Non-US Resident",6,-53.8%,39,-7.1%,73,1.4%,,,118,-7.1%,
SCH,< 6 SCH,32,45.5%,160,26.0%,323,8.0%,,,515,15.0%,
Categories,6-8 SCH,322,30.9%,168,-37.3%,116,-7.9%,,,606,-5.3%,
,9-11 SCH,270,0.4%,120,-5.5%,214,-2.7%,,,604,-1.9%,
,12-14 SCH,"1,602",-27.9%,70,0.0%,36,-29.4%,,,"1,708",-27.1%,
,15-17 SCH,"1,763",69.5%,15,200.0%,1,0.0%,,,"1,779",70.1%,
,>17 SCH,127,86.8%,,,0,-100.0%,,,127,84.1%,
Ft/Pt:,Less Than Half Time,31,55.0%,129,46.6%,267,6.8%,,,427,19.3%,
"TAMU
Status","Half-Time
Three-Quarter Time","94
231","2.2%
0.4%",198,-34.4%,169,-1.7%,,,"461
231","-18.6%
0.4%",
,Full-Time,"3,760",6.6%,206,-0.5%,254,-8.0%,,,"4,220",5.3%,
"Prepared by OISP, 02 Dec 05",,,,,,,,,,,,
