Summer 2000,,Undergraduate,,Masters,,PhD,,Professional,,GRAND Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,515,,238,,293,,,,1046,,
Gender,Male,226,,137,,211,,,,574,,
,Female,289,,101,,82,,,,472,,
Ethnic,White,377,,135,,116,,,,628,,
Origin,Black,26,,6,,4,,,,36,,
,Hispanic,58,,5,,5,,,,68,,
,Asian,33,,10,,4,,,,47,,
,American Indian,1,,1,,2,,,,4,,
,International,6,,78,,160,,,,244,,
,Unknown/Other,14,,3,,2,,,,19,,
TAMU Age,<18,,,,,,,,,,,
Categories,18-21,291,,2,,,,,,293,,
,22-25,199,,106,,43,,,,348,,
,26-30,13,,63,,158,,,,234,,
,31-39,7,,25,,81,,,,113,,
,40+,5,,42,,11,,,,58,,
Enrollment,1st Time in College,3,,,,,,,,3,,
Status,1st Time PB,,,,,,,,,,,
,1st Time Graduate,,,6,,6,,,,12,,
,1st Time Transfer,11,,,,,,,,11,,
,Re Admitted,6,,,,,,,,6,,
,Continuing,495,,232,,287,,,,1014,,
Tuition,Resident Tuition,456,,83,,50,,,,589,,
Status,Non-Resident Tuition,31,,30,,20,,,,81,,
,Tuition Exemption/Waiver,28,,125,,223,,,,376,,
Residency,Texas Resident,457,,83,,50,,,,590,,
Status,"Non-TX, US Resident",51,,77,,83,,,,211,,
,"Non-TX, Non-US Resident",7,,78,,160,,,,245,,
SCH,< 6 SCH,198,,38,,66,,,,302,,
Categories,6-8 SCH,212,,193,,221,,,,626,,
,9-11 SCH,77,,5,,5,,,,87,,
,12-14 SCH,25,,2,,1,,,,28,,
,15-17 SCH,3,,,,,,,,3,,
,>17 SCH,,,,,,,,,,,
"Prepared by OISP, 12 Oct 00",,,,,,,,,,,,
