Native Hawaii Only (New),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity (College Station Campus),,,,,,,,,,,,,,,,
Fall 2011,,,,,,,,,,,,,,,,
Fall 201,1,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomor e,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Profession al Veterinary,Total,,
Business Admin,ACCT,,,1,,,1,,,,,,,,1,
,AGBU,,,,,,,,,,,,,,,
,BHNR,,,,,,,,,,,,,,,
,BUAD,1,1,,,,2,,,,,,,,2,
,BUAG,,,,,,,,,,,,,,,
,EMBA,,,,,,,,,,,,,,,
,FINC,,,,,,,,,,,,,,,
,INFO,,,,1,,1,,,,,,,,1,
,MGMT,,,,,,,,,,,,,,,
,MISY,,,,,,,,,,,,,,,
,MKTG,,,,,,,,,,,,,,,
,MLER,,,,,,,,,,,,,,,
,USBU,,,,,,,,,,,,,,,
,Subtotal,1,1,1,1,,4,,,,,,,,4,
Education,BIED,,,,,,,,,,,,,,,
,CPSY,,,,,,,,,,,,,,,
,EDAD,,,,,,,,,,,,,,,
,EDCI,,,,,,,,,,,,,,,
,EDHL,,,,,,,,,,,,,,,
,EDIS,,,,,,,,,,,,,,,
,EDKI,,,1,,,1,,,,,,,,1,
,EDSM,,,,,,,,,,,,,,,
,EDTC,,,,,,,,,,,,,,,
,EHRD,,,,,,,,,,,,,,,
,EPSY,,,,,,,,,,,,,,,
,HEED,,,,,,,,,,,,,,,
,HLTH,,,,,,,,,,,,,,,
,HRDL,,,,,,,,,,,,,,,
,HRDV,,,,,,,,,,,,,,,
,INST,,,,1,,1,,,,,,,,1,
,KINE,,,,,,,,,,,,,,,
,NUTR,,,,,,,,,,,,,,,
,PHED,,,,,,,,,,,,,,,
,SPED,,,,,,,,,,,,,,,
,SPMT,,,,,,,,,,,,,,,
,SPSY,,,,,,,,,,,,,,,
,TCMG,,,,,,,,,,,,,,,
