Unknown or Not Reported,,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity (College Station Campus),,,,,,,,,,,,,,,,
Fall 2011,,,,,,,,,,,,,,,,
Fall 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomor e,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Profession al Veterinary,Total,,
Agriculture,ABME,,,,,,,,,,,,,,,
,ADEV,,,,,,,,,,,,,,,
,AGBL,,,2,,,2,,,,,,,,2,
,AGBU,,,,,,,,,,,,,,,
,AGCJ,,,,,,,,,,,,,,,
,AGEC,,,,,,,,,,,,,,,
,AGLS,,,,,,,,,,,,,,,
,AGRO,,,,,,,,,,,,,,,
,AGSC,,,,,,,,,,,,,,,
,AGSM,,,,,,,,,,,,,,,
,ALEC,,,,,,,,,,1,1,,,1,
,ALED,,,,,,,,,,,,,,,
,ANBR,,,,,,,,,,,,,,,
,ANSC,,,1,1,,2,,,,,,,,2,
,BAEN,,1,,,,1,,,,,,,,1,
,BESC,,,,,,,,,,,,,,,
,BICH,1,,,,,1,,,,1,1,,,2,
,BIOT,,,,,,,,,,,,,,,
,CDEV,,,,,,,,,,,,,,,
,DASC,,,,,,,,,,,,,,,
,ECOR,,,,,,,,,,,,,,,
,ENST,,,,,,,,,,,,,,,
,ENTO,,,,,,,,,,1,1,,,1,
,FISC,,,,,,,,,,,,,,,
,FIVL,,,,,,,,,,,,,,,
,FIVS,,,,,,,,,,,,,,,
,FLOR,,,,,,,,,,,,,,,
,FORS,,,,,,,,,,,,,,,
,FSTC,,,,,,,,,,,,,,,
,GENE,,,1,,,1,,,,1,1,,,2,
,HORT,,,,,,,,,,,,,,,
,MEPS,,,,,,,,,,,,,,,
,NRDV,,,,,,,,,,,,,,,
,NUSC,1,,,,,1,,,,,,,,1,
,NUTR,,,,,,,,,,,,,,,
,PLBR,,,,,,,,,,,,,,,
,PLPA,,,,,,,,,,1,1,,,1,
