Spring 2005,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,"33,318",-0.1%,"4,289",-4.9%,"3,312",2.6%,510,1.8%,"41,429",-0.4%,
Gender,Female,"16,440",0.1%,"1,811",-3.3%,"1,282",6.3%,373,3.0%,"19,906",0.2%,
,Male,"16,878",-0.4%,"2,478",-6.0%,"2,030",0.3%,137,-1.4%,"21,523",-1.0%,
Ethnicity,White,"27,184",-0.9%,"2,448",-2.3%,"1,280",-0.7%,458,2.7%,"31,370",-0.9%,
,Black,801,4.3%,128,28.0%,128,17.4%,4,300.0%,"1,061",8.5%,
,Hispanic,"3,390",7.5%,298,10.4%,190,25.0%,29,-14.7%,"3,907",8.2%,
,Asian,"1,091",3.0%,125,14.7%,62,1.6%,13,30.0%,"1,291",4.2%,
,American Indian,176,2.3%,7,0.0%,9,12.5%,1,-50.0%,193,2.1%,
,International,515,-1.9%,"1,217",-15.1%,"1,604",1.6%,,,"3,336",-5.7%,
,Unknown/Other,161,-39.2%,66,-21.4%,39,25.8%,5,-37.5%,271,-30.2%,
TAMU Age,<18,3,-57.1%,,,,,,,3,-57.1%,
Categories,18-21,"18,449",2.4%,4,100.0%,,,2,-60.0%,"18,455",2.4%,
,22-25,"13,773",-3.2%,"1,941",-6.0%,181,12.4%,246,2.1%,"16,141",-3.3%,
,26-30,755,0.5%,"1,439",-0.7%,"1,185",2.9%,190,5.0%,"3,569",1.0%,
,31-39,224,-3.9%,636,-3.8%,"1,318",2.3%,61,-3.2%,"2,239",-0.3%,
,40+,114,-8.1%,269,-19.0%,628,0.0%,11,0.0%,"1,022",-6.7%,
Enrollment,1st Time in College,91,-3.2%,,,,,,,91,-3.2%,
Status,1st Time PB,19,58.3%,116,-33.3%,,,,,135,-27.4%,
,1st Time Graduate,,,305,-13.4%,79,-21.0%,,,384,-15.0%,
,1st Time Professional,,,,,,,0,-100.0%,0,-100.0%,
,1st Time Transfer,744,4.1%,,,,,,,744,4.1%,
,Readmitted,280,13.4%,8,300.0%,13,85.7%,,,301,17.6%,
,Continuing,"32,184",-0.3%,"3,860",-3.0%,"3,220",3.1%,510,2.0%,"39,774",-0.3%,
Tuition,Resident Tuition,"31,670",0.0%,"2,452",2.1%,"1,198",3.1%,476,0.4%,"35,796",0.3%,
Status,Non-Resident Tuition,869,-10.9%,393,-25.7%,381,-8.4%,5,-16.7%,"1,648",-14.4%,
,Tuition  Exemption/Waiver,779,6.7%,"1,444",-8.5%,"1,733",5.0%,29,38.1%,"3,985",0.1%,
Residency,Texas Resident,"31,708",0.1%,"2,462",2.1%,"1,211",3.8%,476,0.4%,"35,857",0.3%,
Status,"Non-TX, US Resident","1,067",-5.5%,599,-8.3%,480,1.5%,34,25.9%,"2,180",-4.5%,
,"Non-TX, Non-US Resident",543,0.0%,"1,228",-15.0%,"1,621",2.0%,,,"3,392",-5.2%,
SCH,< 6 SCH,911,6.8%,663,-6.9%,741,2.2%,,,"2,315",1.1%,
Categories,6-8 SCH,"1,345",3.4%,451,8.9%,177,-11.1%,,,"1,973",3.1%,
,9-11 SCH,"2,010",-0.3%,"2,236",-9.4%,"2,252",2.2%,,,"6,498",-2.9%,
,12-14 SCH,"18,768",0.0%,727,7.2%,126,40.0%,1,100.0%,"19,622",0.4%,
,15-17 SCH,"9,567",-1.5%,129,-15.1%,15,50.0%,,,"9,711",-1.7%,
,>17 SCH,717,2.3%,83,-1.2%,1,-50.0%,509,1.6%,"1,310",1.7%,
Ft/Pt:,Less Than Half Time,768,5.3%,536,-9.6%,601,0.0%,,,"1,905",-0.9%,
"TAMU
Status","Half-Time
Three-Quarter Time","1,024
1,937","-5.3%
-0.7%",554,5.7%,287,-8.0%,,,"1,865
1,937","-2.7%
-0.7%",
,Full-Time,"29,589",0.0%,"3,199",-5.7%,"2,424",4.7%,510,1.8%,"35,722",-0.2%,
"Prepared by OISP, 28 Mar 05",,,,,,,,,,,,
