Fall 2000,,Undergraduate,,,,,Masters,,,PhD,,Pr,ofessional,,Total,
,,1st Time in College,1st Time PB,1st Time Transfer,Re Admitted,Contin uing,1st Time Graduate,1st Time Transfer,Contin uing,1st Time Graduate,Contin uing,1st Time Professional,Re Admitted,Contin uing,,
Engineering,"AERL AERO BIEN BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS IHYG INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN
SENG","162
109
117
1
92
135
1
162
131
142
1
3
19
28
36
1
230
23
1
12
30
96
5",,"13
4
5
3
9
1
32
4
21
9
21
23
7
49
6
3
11
19
43
2
50
5
9
4
2
7
2","1
3
1
3
4
1
2
6
3
5
6
1
2
9
12
6
4
1
3
2
6
1","60
220
63
133
140
227
95
124
87
390
330
197
110
501
140
379
480
119
190
388
46
185
157
645
12
44
8
46
118
34
68
13","22
2
14
4
24
14
56
57
62
6
59
103
11
2
46
4",,"33
12
1
32
41
120
96
121
4
1
5
66
4
122
21
15
74
13","6
6
3
1
16
1
17
18
23
8
1
13
3
2
5","30
13
53
14
70
83
147
5
41
18
71
19
18
26",,,,"236
318
2
178
181
269
237
223
129
244
527
70
599
383
269
768
332
741
5
4
495
161
7
243
392
5
126
365
23
439
965
44
99
24
85
269
72
164
7
13
17",
,Sub-Total,1537,,364,82,5749,486,,781,123,608,,,,9730,
"Prepared by OISP, 01 Nov 00",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
