"Spring 2010
Head Count             Total
Gender                     Female Male
Ethnicity                  White Black Hispanic Asian
American Indian International Unknown/Other
TAMU Age             <18
Categories                18-21
22-25
26-30
31-39
40+
College                    Agriculture Architecture Business Admin Education Engineering Geosciences Liberal Arts Science
Veterinary Medicine General Studies
Other - Special Populations
Enrollment               1st Time in College
Status                       1st Time Transfer Readmitted Continuing
Tuition Status          Resident Tuition
Non-Resident Tuition Tuition Exemption/Waiver
Residency                Texas Resident
Status                       Non-TX, US Resident
Non-TX, Non-US Resident SCH Categories       < 6 SCH
6-8 SCH
9-11 SCH
12-14 SCH
15-17 SCH
>17 SCH
Ft/Pt: TAMU          Less Than Half Time Status                       Half-Time
Three-Quarter Time Full-Time
Top 10% Texas       No
High School             Yes First Generation       No
Unknown Yes","U0: UG
Non-Degree
13
3
10
8
4
1
1
6
4
1
1
2
1
6
3
1
13
9
4
9
4
2
1
1
8
1
2
1
1
9
11
2
6
6
1","U1:
Freshmen
6,115
2,942
3,173
4,236
293
1,090
374
35
64
23
1
6,083
23
6
2
363
139
532
352
1,283
79
495
461
383
2,025
3
86
27
9
5,993
5,664
127
324
5,820
222
73
507
51
32
3,198
2,273
54
507
51
32
5,525
3,445
2,670
4,309
88
1,718","U2:
Sophomore
8,024
3,936
4,088
5,957
280
1,182
388
46
114
57
1
7,544
399
54
19
7
847
227
766
648
1,309
105
1,230
465
391
2,024
12
4
471
47
7,502
7,520
176
328
7,682
229
113
190
124
189
4,535
2,882
104
190
124
188
7,522
4,767
3,257
5,576
336
2,112","U3:
Junior
8,858
4,230
4,628
6,666
238
1,249
431
57
166
51
5,754
2,925
124
38
17
1,472
350
1,212
1,006
1,669
160
1,838
507
307
309
28
261
73
8,524
8,360
226
272
8,443
248
167
53
121
217
4,718
3,520
229
41
101
214
8,502
5,617
3,241
6,347
312
2,199","U4: Senior
13,267
6,304
6,963
10,121
352
1,731
676
81
262
44
2,129
10,468
464
143
63
2,234
623
1,649
1,765
3,089
258
2,462
712
460
15
32
113
13,122
12,431
332
504
12,551
451
265
300
1,003
1,324
6,053
4,059
528
235
649
1,239
11,144
8,348
4,919
9,475
438
3,354","U5: Undergraduate PB
110
59
51
83
3
7
12
4
1
1
72
23
11
3
30
2
27
25
6
14
6
6
11
93
97
3
10
103
3
4
43
14
11
32
9
1
27
13
11
59
84
26
76
7
27","Grand Total
36,387
17,474
18,913
27,071
1,166
5,259
1,881
219
614
177
2
21,512
13,893
675
214
91
4,948
1,341
4,159
3,799
7,381
608
6,039
2,154
1,541
4,359
58
90
797
253
35,247
34,081
868
1,438
34,608
1,153
626
1,095
1,314
1,774
18,544
12,744
916
1,002
939
1,685
32,761
22,272
14,115
25,789
1,187
9,411",
"Prepared by OISP, 05 May 10",,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
