Summer 2009,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,413,-11.8%,59,18.0%,67,0.0%,142,5.2%,681,-5.4%,
Gender,Female,269,-9.7%,35,9.4%,46,-6.1%,108,2.9%,458,-5.4%,
,Male,144,-15.3%,24,33.3%,21,16.7%,34,13.3%,223,-5.5%,
Ethnicity,White,285,-12.8%,38,18.8%,27,-10.0%,124,6.9%,474,-6.1%,
,Black,9,-43.8%,1,0.0%,4,33.3%,0,-100.0%,14,-33.3%,
,Hispanic,70,-6.7%,1,-50.0%,3,0.0%,10,11.1%,84,-5.6%,
,Asian,43,-12.2%,1,0.0%,4,0.0%,4,-42.9%,52,-14.8%,
,American Indian,1,100.0%,0,-100.0%,,,0,-100.0%,1,-50.0%,
,International,1,0.0%,18,50.0%,27,8.0%,,,46,21.1%,
,Unknown/Other,4,100.0%,0,-100.0%,2,0.0%,4,300.0%,10,150.0%,
TAMU Age,<18,0,-100.0%,,,,,,,0,-100.0%,
Categories,18-21,292,-7.9%,,,,,1,100.0%,293,-7.6%,
,22-25,117,-19.3%,16,-36.0%,10,233.3%,59,-9.2%,202,-15.1%,
,26-30,1,-50.0%,30,57.9%,28,-9.7%,66,8.2%,125,10.6%,
,31-39,2,100.0%,11,175.0%,25,-3.8%,14,100.0%,52,36.8%,
,40+,1,-50.0%,2,0.0%,4,-42.9%,2,0.0%,9,-30.8%,
Enrollment,1st Time in College,2,-71.4%,,,,,,,2,-71.4%,
Status,1st Time PB,,,2,100.0%,,,,,2,100.0%,
,1st Time Graduate,,,5,100.0%,1,0.0%,,,6,500.0%,
,1st Time Transfer,,,,,,,,,,,
,Readmitted,2,-50.0%,,,,,1,100.0%,3,-25.0%,
,Continuing,409,-10.5%,52,4.0%,66,0.0%,141,4.4%,668,-5.6%,
Tuition,Resident Tuition,395,-12.8%,31,10.7%,29,-3.3%,129,4.0%,584,-8.0%,
Status,Non-Resident  Tuition,10,11.1%,2,-33.3%,1,-80.0%,5,400.0%,18,0.0%,
,Tuition Exemption/Waiver,8,33.3%,26,36.8%,37,15.6%,8,-20.0%,79,17.9%,
Residency,Texas Resident,396,-13.0%,32,3.2%,30,-6.3%,131,4.8%,589,-8.4%,
Status,"Non-TX, US Resident",16,33.3%,9,28.6%,10,0.0%,11,10.0%,46,17.9%,
,"Non-TX, Non-US Resident",1,0.0%,18,50.0%,27,8.0%,,,46,21.1%,
SCH,< 6 SCH,211,-2.3%,22,29.4%,11,-31.3%,17,21.4%,261,-0.8%,
Categories,6-8 SCH,156,-16.1%,36,50.0%,54,20.0%,125,5.0%,371,-0.8%,
,9-11 SCH,34,-24.4%,0,-100.0%,1,-66.7%,0,-100.0%,35,-37.5%,
,12-14 SCH,12,-33.3%,1,-50.0%,1,-66.7%,0,-100.0%,14,-41.7%,
,15-17 SCH,0,-100.0%,,,,,,,0,-100.0%,
,>17 SCH,0,-100.0%,,,,,,,0,-100.0%,
Ft/Pt:,Less Than Half Time,53,-14.5%,6,-14.3%,5,-54.5%,2,100.0%,66,-18.5%,
"TAMU
Status","Half-Time
Three-Quarter Time","193
1","3.2%
0.0%","13
1","85.7%
100.0%",6,20.0%,1,0.0%,"213
2","6.5%
100.0%",
,Full-Time,166,-23.9%,39,8.3%,56,9.8%,139,4.5%,400,-8.7%,
"Prepared by OISP, 08 Sep 09",,,,,,,,,,,,
