Summer 2009,,Undergraduate,,Masters,,PhD,,Professional,,Grand Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Head Count,Total,2,100.0%,4,-81.0%,0,-100.0%,,,6,-72.7%,
Gender,Female,1,100.0%,4,-73.3%,0,-100.0%,,,5,-68.8%,
,Male,1,100.0%,0,-100.0%,,,,,1,-83.3%,
Ethnicity,White,2,100.0%,2,-60.0%,,,,,4,-20.0%,
,Black,,,0,-100.0%,,,,,0,-100.0%,
,Hispanic,,,0,-100.0%,,,,,0,-100.0%,
,Asian,,,,,,,,,,,
,American Indian,,,,,,,,,,,
,International,,,1,-87.5%,0,-100.0%,,,1,-88.9%,
,Unknown/Other,,,1,-50.0%,,,,,1,-50.0%,
TAMU Age,<18,,,,,,,,,,,
Categories,18-21,1,100.0%,,,,,,,1,100.0%,
,22-25,1,100.0%,3,-76.9%,,,,,4,-69.2%,
,26-30,,,1,-75.0%,0,-100.0%,,,1,-80.0%,
,31-39,,,0,-100.0%,,,,,0,-100.0%,
,40+,,,0,-100.0%,,,,,0,-100.0%,
Enrollment,1st Time in College,,,,,,,,,,,
Status,1st Time PB,,,1,-83.3%,,,,,1,-83.3%,
,1st Time Graduate,,,,,,,,,,,
,1st Time Transfer,,,,,,,,,,,
,Readmitted,,,,,,,,,,,
,Continuing,2,100.0%,3,-80.0%,0,-100.0%,,,5,-68.8%,
Tuition,Resident Tuition,2,100.0%,3,-66.7%,,,,,5,-44.4%,
Status,Non-Resident  Tuition,,,1,-66.7%,0,-100.0%,,,1,-75.0%,
,Tuition Exemption/Waiver,,,0,-100.0%,,,,,0,-100.0%,
Residency,Texas Resident,2,100.0%,3,-62.5%,,,,,5,-37.5%,
Status,"Non-TX, US Resident",,,0,-100.0%,,,,,0,-100.0%,
,"Non-TX, Non-US Resident",,,1,-87.5%,0,-100.0%,,,1,-88.9%,
SCH,< 6 SCH,,,2,-85.7%,,,,,2,-85.7%,
Categories,6-8 SCH,1,100.0%,2,-71.4%,0,-100.0%,,,3,-62.5%,
,9-11 SCH,,,,,,,,,,,
,12-14 SCH,1,100.0%,,,,,,,1,100.0%,
,15-17 SCH,,,,,,,,,,,
,>17 SCH,,,,,,,,,,,
Ft/Pt:,Less Than Half Time,,,,,,,,,,,
"TAMU
Status","Half-Time
Three-Quarter Time",1,100.0%,0,-100.0%,,,,,1,-92.3%,
,Full-Time,1,100.0%,4,-50.0%,0,-100.0%,,,5,-44.4%,
"Prepared by OISP, 08 Sep 09",,,,,,,,,,,,
